walk_type	sound_score	meaning_weight	next_sound_score	start	sound_fr	echo_en	echo_fr	trace
sound->meaning->sound	0.97	0.95	1.0	en:sics	fr:sexe	en:sex	fr:sexe	en:sics -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	1.0	0.95	0.96	en:west	fr:ouest	en:western	fr:ouais tonnes	en:west -> fr:ouest -> en:western -> fr:ouais tonnes
sound->meaning->sound	0.94	0.95	1.0	en:bris	fr:presse	en:press	fr:presse	en:bris -> fr:presse -> en:press -> fr:presse
sound->meaning->sound	0.94	0.95	1.0	en:cist	fr:zeste	en:zest	fr:zeste	en:cist -> fr:zeste -> en:zest -> fr:zeste
sound->meaning->sound	0.94	0.95	1.0	en:cyst	fr:zeste	en:zest	fr:zeste	en:cyst -> fr:zeste -> en:zest -> fr:zeste
sound->meaning->sound	0.94	0.95	1.0	en:techs	fr:sexe	en:sex	fr:sexe	en:techs -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	1.0	0.95	0.938	en:test	fr:tests	en:testing	fr:destine	en:test -> fr:tests -> en:testing -> fr:destine
sound->meaning->sound	0.933	0.95	1.0	en:bussed	fr:peste	en:pest	fr:peste	en:bussed -> fr:peste -> en:pest -> fr:peste
sound->meaning->sound	0.911	0.95	1.0	en:ticks	fr:sexe	en:sex	fr:sexe	en:ticks -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	0.911	0.95	1.0	en:tics	fr:sexe	en:sex	fr:sexe	en:tics -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	1.0	0.95	0.909	en:nor	fr:nord	en:northern	fr:nos haine	en:nor -> fr:nord -> en:northern -> fr:nos haine
sound->meaning->sound	0.952	0.95	0.935	en:breech	fr:bridge	en:bridges	fr:brides aise	en:breech -> fr:bridge -> en:bridges -> fr:brides aise
sound->meaning->sound	0.886	0.95	1.0	en:expressed	fr:expresse	en:express	fr:expresse	en:expressed -> fr:expresse -> en:express -> fr:expresse
sound->meaning->sound	0.881	0.95	1.0	en:zigs	fr:sexe	en:sex	fr:sexe	en:zigs -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	0.87	0.95	1.0	en:express	fr:exprès	en:express	fr:expresse	en:express -> fr:exprès -> en:express -> fr:expresse
sound->meaning->sound	0.929	0.95	0.935	en:preach	fr:bridge	en:bridges	fr:brides aise	en:preach -> fr:bridge -> en:bridges -> fr:brides aise
sound->meaning->sound	0.85	0.95	1.0	en:enemies	fr:ennemies	en:enemy	fr:ennemies	en:enemies -> fr:ennemies -> en:enemy -> fr:ennemies
sound->meaning->sound	1.0	0.95	0.85	en:enemy	fr:ennemies	en:enemies	fr:ennemies	en:enemy -> fr:ennemies -> en:enemies -> fr:ennemies
sound->meaning->sound	0.85	0.95	1.0	en:stress	fr:stressé	en:stress	fr:stresse	en:stress -> fr:stressé -> en:stress -> fr:stresse
sound->meaning->sound	0.842	0.95	1.0	en:expressing	fr:expresse	en:express	fr:expresse	en:expressing -> fr:expresse -> en:express -> fr:expresse
sound->meaning->sound	0.87	0.95	0.966	en:semester	fr:semestre	en:semester	fr:sommets tes	en:semester -> fr:semestre -> en:semester -> fr:sommets tes
sound->meaning->sound	0.833	0.95	1.0	en:role	fr:rôle	en:role	fr:roll	en:role -> fr:rôle -> en:role -> fr:roll
sound->meaning->sound	0.833	0.95	1.0	en:role	fr:rôles	en:role	fr:roll	en:role -> fr:rôles -> en:role -> fr:roll
sound->meaning->sound	0.833	0.95	1.0	en:roll	fr:rôle	en:role	fr:roll	en:roll -> fr:rôle -> en:role -> fr:roll
sound->meaning->sound	0.833	0.95	1.0	en:roll	fr:rôles	en:role	fr:roll	en:roll -> fr:rôles -> en:role -> fr:roll
sound->meaning->sound	0.881	0.95	0.947	en:platform	fr:plateforme	en:platform	fr:plat sommes	en:platform -> fr:plateforme -> en:platform -> fr:plat sommes
sound->meaning->sound	0.881	0.95	0.947	en:platform	fr:plateformes	en:platform	fr:plat sommes	en:platform -> fr:plateformes -> en:platform -> fr:plat sommes
sound->meaning->sound	0.822	0.95	1.0	en:breeds	fr:brise	en:breeze	fr:brise	en:breeds -> fr:brise -> en:breeze -> fr:brise
sound->meaning->sound	0.822	0.95	1.0	en:chest	fr:tests	en:test	fr:teste	en:chest -> fr:tests -> en:test -> fr:teste
sound->meaning->sound	0.822	0.95	1.0	en:enemy	fr:ennemie	en:enemy	fr:ennemies	en:enemy -> fr:ennemie -> en:enemy -> fr:ennemies
sound->meaning->sound	0.822	0.95	1.0	en:enemy	fr:ennemis	en:enemy	fr:ennemies	en:enemy -> fr:ennemis -> en:enemy -> fr:ennemies
sound->meaning->sound	0.822	0.95	1.0	en:excel	fr:excès	en:excess	fr:ex ès	en:excel -> fr:excès -> en:excess -> fr:ex ès
sound->meaning->sound	0.822	0.95	1.0	en:excess	fr:excès	en:excess	fr:ex ès	en:excess -> fr:excès -> en:excess -> fr:ex ès
sound->meaning->sound	0.822	0.95	1.0	en:expressed	fr:exprès	en:express	fr:expresse	en:expressed -> fr:exprès -> en:express -> fr:expresse
sound->meaning->sound	0.822	0.95	1.0	en:forum	fr:forme	en:form	fr:forme	en:forum -> fr:forme -> en:form -> fr:forme
sound->meaning->sound	0.822	0.95	1.0	en:forum	fr:formes	en:form	fr:forme	en:forum -> fr:formes -> en:form -> fr:forme
sound->meaning->sound	1.0	0.95	0.822	en:gean	fr:jean	en:jeans	fr:gin	en:gean -> fr:jean -> en:jeans -> fr:gin
sound->meaning->sound	1.0	0.95	0.822	en:gene	fr:jean	en:jeans	fr:gin	en:gene -> fr:jean -> en:jeans -> fr:gin
sound->meaning->sound	1.0	0.95	0.822	en:group	fr:groupe	en:groups	fr:group	en:group -> fr:groupe -> en:groups -> fr:group
sound->meaning->sound	1.0	0.95	0.822	en:group	fr:groupes	en:groups	fr:group	en:group -> fr:groupes -> en:groups -> fr:group
sound->meaning->sound	0.822	0.95	1.0	en:groups	fr:groupe	en:group	fr:groupe	en:groups -> fr:groupe -> en:group -> fr:groupe
sound->meaning->sound	0.822	0.95	1.0	en:groups	fr:groupes	en:group	fr:groupe	en:groups -> fr:groupes -> en:group -> fr:groupe
sound->meaning->sound	1.0	0.95	0.822	en:liner	fr:line	en:lines	fr:line	en:liner -> fr:line -> en:lines -> fr:line
sound->meaning->sound	1.0	0.95	0.822	en:prove	fr:prouve	en:proves	fr:prouve	en:prove -> fr:prouve -> en:proves -> fr:prouve
sound->meaning->sound	0.822	0.95	1.0	en:proved	fr:prouve	en:prove	fr:prouve	en:proved -> fr:prouve -> en:prove -> fr:prouve
sound->meaning->sound	0.822	0.95	1.0	en:proves	fr:prouve	en:prove	fr:prouve	en:proves -> fr:prouve -> en:prove -> fr:prouve
sound->meaning->sound	0.822	0.95	1.0	en:quest	fr:ouest	en:west	fr:ouest	en:quest -> fr:ouest -> en:west -> fr:ouest
sound->meaning->sound	0.822	0.95	1.0	en:reform	fr:formes	en:form	fr:forme	en:reform -> fr:formes -> en:form -> fr:forme
sound->meaning->sound	1.0	0.95	0.822	en:role	fr:roll	en:rolls	fr:roll	en:role -> fr:roll -> en:rolls -> fr:roll
sound->meaning->sound	0.822	0.95	1.0	en:sexy	fr:sexe	en:sex	fr:sexe	en:sexy -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	0.822	0.95	1.0	en:sexy	fr:sexes	en:sex	fr:sexe	en:sexy -> fr:sexes -> en:sex -> fr:sexe
sound->meaning->sound	0.822	0.95	1.0	en:steam	fr:estime	en:esteem	fr:estime	en:steam -> fr:estime -> en:esteem -> fr:estime
sound->meaning->sound	0.822	0.95	1.0	en:text	fr:tests	en:test	fr:teste	en:text -> fr:tests -> en:test -> fr:teste
sound->meaning->sound	1.0	0.95	0.822	en:troop	fr:troupes	en:troops	fr:troupes	en:troop -> fr:troupes -> en:troops -> fr:troupes
sound->meaning->sound	0.822	0.95	1.0	en:troops	fr:troupes	en:troop	fr:troupe	en:troops -> fr:troupes -> en:troop -> fr:troupe
sound->meaning->sound	1.0	0.95	0.822	en:troupe	fr:troupes	en:troops	fr:troupes	en:troupe -> fr:troupes -> en:troops -> fr:troupes
sound->meaning->sound	0.821	0.95	1.0	en:excel	fr:excelle	en:excel	fr:ex aile	en:excel -> fr:excelle -> en:excel -> fr:ex aile
sound->meaning->sound	0.85	0.95	0.956	en:esteem	fr:estimés	en:estimated	fr:estimait aide	en:esteem -> fr:estimés -> en:estimated -> fr:estimait aide
sound->meaning->sound	1.0	0.95	0.797	en:leg	fr:legs	en:legacy	fr:lez ceci	en:leg -> fr:legs -> en:legacy -> fr:lez ceci
sound->meaning->sound	0.847	0.95	0.945	en:costume	fr:costumes	en:costume	fr:cassent hume	en:costume -> fr:costumes -> en:costume -> fr:cassent hume
sound->meaning->sound	0.97	0.95	0.822	en:droop	fr:troupes	en:troops	fr:troupes	en:droop -> fr:troupes -> en:troops -> fr:troupes
sound->meaning->sound	0.97	0.95	0.822	en:drupe	fr:troupes	en:troops	fr:troupes	en:drupe -> fr:troupes -> en:troops -> fr:troupes
sound->meaning->sound	0.838	0.95	0.95	en:context	fr:contexte	en:context	fr:khan texte	en:context -> fr:contexte -> en:context -> fr:khan texte
sound->meaning->sound	0.838	0.95	0.95	en:context	fr:contextes	en:context	fr:khan texte	en:context -> fr:contextes -> en:context -> fr:khan texte
sound->meaning->sound	0.785	0.95	1.0	en:best	fr:peste	en:pest	fr:peste	en:best -> fr:peste -> en:pest -> fr:peste
sound->meaning->sound	1.0	0.95	0.785	en:least	fr:liste	en:list	fr:liste	en:least -> fr:liste -> en:list -> fr:liste
sound->meaning->sound	1.0	0.95	0.785	en:least	fr:listes	en:list	fr:liste	en:least -> fr:listes -> en:list -> fr:liste
sound->meaning->sound	0.785	0.95	1.0	en:pissed	fr:peste	en:pest	fr:peste	en:pissed -> fr:peste -> en:pest -> fr:peste
sound->meaning->sound	0.96	0.95	0.825	en:precess	fr:princesse	en:princess	fr:princesse	en:precess -> fr:princesse -> en:princess -> fr:princesse
sound->meaning->sound	0.785	0.95	1.0	en:proof	fr:prouve	en:prove	fr:prouve	en:proof -> fr:prouve -> en:prove -> fr:prouve
sound->meaning->sound	0.785	0.95	1.0	en:ruby	fr:rubis	en:ruby	fr:roux bis	en:ruby -> fr:rubis -> en:ruby -> fr:roux bis
sound->meaning->sound	0.785	0.95	1.0	en:six	fr:sexe	en:sex	fr:sexe	en:six -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	0.785	0.95	1.0	en:six	fr:sexes	en:sex	fr:sexe	en:six -> fr:sexes -> en:sex -> fr:sexe
sound->meaning->sound	0.785	0.95	1.0	en:sushi	fr:sushis	en:sushi	fr:saoul chie	en:sushi -> fr:sushis -> en:sushi -> fr:saoul chie
sound->meaning->sound	0.785	0.95	1.0	en:worst	fr:ouest	en:west	fr:ouest	en:worst -> fr:ouest -> en:west -> fr:ouest
sound->meaning->sound	0.822	0.95	0.96	en:quest	fr:ouest	en:western	fr:ouais tonnes	en:quest -> fr:ouest -> en:western -> fr:ouais tonnes
sound->meaning->sound	0.781	0.95	1.0	en:any	fr:ennemis	en:enemy	fr:ennemies	en:any -> fr:ennemis -> en:enemy -> fr:ennemies
sound->meaning->sound	0.781	0.95	1.0	en:bees	fr:brise	en:breeze	fr:brise	en:bees -> fr:brise -> en:breeze -> fr:brise
sound->meaning->sound	0.781	0.95	1.0	en:bells	fr:belles	en:belle	fr:bel	en:bells -> fr:belles -> en:belle -> fr:bel
sound->meaning->sound	0.781	0.95	1.0	en:belly	fr:belles	en:belle	fr:bel	en:belly -> fr:belles -> en:belle -> fr:bel
sound->meaning->sound	0.781	0.95	1.0	en:belt	fr:belles	en:belle	fr:bel	en:belt -> fr:belles -> en:belle -> fr:bel
sound->meaning->sound	0.781	0.95	1.0	en:bloom	fr:boum	en:boom	fr:booms	en:bloom -> fr:boum -> en:boom -> fr:booms
sound->meaning->sound	0.781	0.95	1.0	en:check	fr:chèques	en:check	fr:tchèque	en:check -> fr:chèques -> en:check -> fr:tchèque
sound->meaning->sound	0.781	0.95	1.0	en:dealt	fr:dette	en:debt	fr:dette	en:dealt -> fr:dette -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:dealt	fr:dettes	en:debt	fr:dette	en:dealt -> fr:dettes -> en:debt -> fr:dette
sound->meaning->sound	1.0	0.95	0.781	en:debt	fr:dette	en:debts	fr:dette	en:debt -> fr:dette -> en:debts -> fr:dette
sound->meaning->sound	1.0	0.95	0.781	en:debt	fr:dettes	en:debts	fr:dette	en:debt -> fr:dettes -> en:debts -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:debts	fr:dette	en:debt	fr:dette	en:debts -> fr:dette -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:debts	fr:dettes	en:debt	fr:dette	en:debts -> fr:dettes -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:dent	fr:dette	en:debt	fr:dette	en:dent -> fr:dette -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:dent	fr:dettes	en:debt	fr:dette	en:dent -> fr:dettes -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:desert	fr:dette	en:debt	fr:dette	en:desert -> fr:dette -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:desert	fr:dettes	en:debt	fr:dette	en:desert -> fr:dettes -> en:debt -> fr:dette
sound->meaning->sound	0.781	0.95	1.0	en:ex	fr:sexe	en:sex	fr:sexe	en:ex -> fr:sexe -> en:sex -> fr:sexe
sound->meaning->sound	0.781	0.95	1.0	en:ex	fr:sexes	en:sex	fr:sexe	en:ex -> fr:sexes -> en:sex -> fr:sexe
