src	dst	hops	quality	chain
accessories	russ	2	0.899	en:accessories ≈ fr:excès ruse ~ fr:russ
according	districts	6	0.914	en:according ≈ fr:écot in ~ fr:décris in ≈ en:decreasing ~ en:decreased ≈ fr:district ~ fr:districts
according	district	6	0.914	en:according ≈ fr:écot in ~ fr:décris in ≈ en:decreasing ~ en:decreased ≈ fr:districts ~ fr:district
according	christ	5	0.906	en:according ≈ fr:écot in ~ fr:décris in ≈ en:decreasing ~ en:decreased ≈ fr:christ
accursed em	écosystèmes	2	0.965	en:accursed em ≈ fr:écosystème ~ fr:écosystèmes
acid art	sexes	6	0.855	en:acid art ~ fr:acides ≈ en:seed ~ en:seeds ≈ fr:six ~ en:six ≈ fr:sexes
acid art	sexe	6	0.855	en:acid art ~ fr:acides ≈ en:seed ~ en:seeds ≈ fr:six ~ en:six ≈ fr:sexe
acid art	sain six	5	0.859	en:acid art ~ fr:acides ≈ en:seed ~ en:seeds ≈ fr:six ~ fr:sain six
acme	actu	2	0.948	en:acme ≈ fr:acmé ~ fr:actu
acne	actu	4	0.934	en:acne ≈ fr:acné ~ en:acme ≈ fr:acmé ~ fr:actu
acoustic	tech	6	0.965	en:acoustic ≈ fr:égouts tic ~ fr:tic ≈ en:teak = fr:teck ≈ en:tech ~ fr:tech
acoustic	technologie	6	0.954	en:acoustic ≈ fr:égouts tic ~ fr:tic ≈ en:teak = fr:teck ≈ en:tech ~ fr:technologie
acoustic	sexuel	6	0.898	en:acoustic ≈ fr:égouts tic ~ fr:tic ≈ en:tick ~ en:ticks ≈ fr:sexe ~ fr:sexuel
acted	gel	2	0.935	en:acted ≈ fr:accède ~ fr:gel
active	octave	3	0.985	en:active ~ fr:active ≈ en:octave ~ fr:octave
active	actives	2	0.967	en:active ≈ fr:active ~ fr:actives
active	actif	2	0.945	en:active ≈ fr:active ~ fr:actif
address	routes	6	0.935	en:address ~ en:addresses ≈ fr:adrets aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes
address	route	6	0.935	en:address ~ en:addresses ≈ fr:adrets aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
address	routine	6	0.932	en:address ~ en:addresses ≈ fr:adrets aise ~ fr:ruent aise ≈ en:rooters ~ en:rooting ≈ fr:routine
addresses	routes	6	0.938	en:addresses ≈ fr:adrets aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route ~ fr:routes
addresses	route	6	0.938	en:addresses ≈ fr:adrets aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes ~ fr:route
addresses	plus	6	0.931	en:addresses ≈ fr:adrets aise ~ fr:plaies aise ≈ en:places ~ fr:places ≈ en:plus ~ fr:plus
aesthetic	grenier	4	0.928	en:aesthetic ≈ fr:hissent éthique ~ fr:éthique ≈ en:attic = fr:grenier
aesthetic	attack	3	0.921	en:aesthetic ~ fr:esthétique ≈ en:it attack ~ fr:attack
aesthetic	attaque	3	0.916	en:aesthetic ~ fr:esthétique ≈ en:it attack ~ fr:attaque
affect	effets	3	0.899	en:affect ~ fr:affecte ≈ en:effect = fr:effets
affect	effet	3	0.899	en:affect ~ fr:affecte ≈ en:effect = fr:effet
affect	parfaite	3	0.894	en:affect = fr:affectent ≈ en:perfect ~ fr:parfaite
agree	caution	5	0.912	en:agree ~ en:agrees ≈ fr:grises ~ fr:cochonne ≈ en:caution ~ fr:caution
agree	verts	5	0.904	en:agree ~ en:agrees ≈ fr:grises ~ fr:grise ≈ en:greens = fr:verts
agree	prudence	5	0.902	en:agree ~ en:agrees ≈ fr:grises ~ fr:cochonne ≈ en:caution = fr:prudence
agrees	gré	4	0.881	en:agrees ~ en:agree ≈ fr:gris = en:grey ≈ fr:gré
agrees	gris	2	0.871	en:agrees ~ en:agree ≈ fr:gris
air	epoque	2	0.980	en:air ≈ fr:ère ~ fr:epoque
air	amas	2	0.976	en:air ≈ fr:aires ~ fr:amas
air	étui	2	0.976	en:air ≈ fr:aires ~ fr:étui
all	cependant	5	0.952	en:all = fr:toute ≈ en:toot ~ en:toot were ≈ fr:toutefois ~ fr:cependant
all	néanmoins	5	0.949	en:all = fr:toute ≈ en:toot ~ en:toot were ≈ fr:toutefois ~ fr:néanmoins
all	pourtant	5	0.947	en:all = fr:toute ≈ en:toot ~ en:toot were ≈ fr:toutefois ~ fr:pourtant
alley	alléger	3	0.967	en:alley ~ en:alleys ≈ fr:élise ~ fr:alléger
alley	élise	2	0.967	en:alley ~ en:alleys ≈ fr:élise
alleys	élit	3	0.858	en:alleys ~ en:alley ≈ fr:allie ~ fr:élit
alleys	allie	2	0.859	en:alleys ~ en:alley ≈ fr:allie
alumni	fraîche	5	0.890	en:alumni ~ en:freshman ≈ fr:fraîchement ~ fr:fraîches ≈ en:fresh = fr:fraîche
alumni	frais	5	0.890	en:alumni ~ en:freshman ≈ fr:fraîchement ~ fr:fraîches ≈ en:fresh = fr:frais
alumni	fraiche	5	0.890	en:alumni ~ en:freshman ≈ fr:fraîchement ~ fr:fraîches ≈ en:fresh = fr:fraiche
amended	fait aide	6	0.924	en:amended ≈ fr:amènent aide ~ fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in ~ fr:fait aide
amended	met aide	6	0.923	en:amended ≈ fr:amènent aide ~ fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in ~ fr:met aide
amended	aidez	6	0.923	en:amended ≈ fr:amènent aide ~ fr:aidait aide ≈ en:edited ~ en:editing ≈ fr:aidait in ~ fr:aidez
amyl	émise	3	0.925	en:amyl ~ en:amice ≈ fr:émises ~ fr:émise
amyl	havre	2	0.921	en:amyl ≈ fr:habile ~ fr:havre
amyl	émises	2	0.899	en:amyl ~ en:amice ≈ fr:émises
an	prison	6	0.961	en:an ≈ fr:in ~ en:in ≈ fr:haine ~ fr:pris haine ≈ en:prison ~ fr:prison
an	leçon	6	0.959	en:an ≈ fr:in ~ en:in ≈ fr:haine ~ fr:laids haine ≈ en:lesson ~ fr:leçon
an	leçons	6	0.957	en:an ≈ fr:in ~ en:in ≈ fr:haine ~ fr:laids haine ≈ en:lesson ~ fr:leçons
anatomy	autonomie	4	0.954	en:anatomy ≈ fr:hennit omis ~ fr:otan omis ≈ en:autonomy ~ fr:autonomie
anatomy	otan omis	2	0.945	en:anatomy ≈ fr:hennit omis ~ fr:otan omis
anatomy	omis	2	0.943	en:anatomy ≈ fr:hennit omis ~ fr:omis
anise	anis	3	0.982	en:anise ~ fr:anise ≈ en:anis ~ fr:anis
anise	ans	3	0.971	en:anise ~ fr:anise ≈ en:anis ~ fr:ans
annal	anale	2	0.920	en:annal ≈ fr:anal ~ fr:anale
ante	bras aune	6	0.921	en:ante ≈ fr:hindi ~ fr:vis hindi ≈ en:vicinity ~ en:proximity ≈ fr:braques midi ~ fr:bras aune
ante	bras	6	0.920	en:ante ≈ fr:hindi ~ fr:vis hindi ≈ en:vicinity ~ en:proximity ≈ fr:braques midi ~ fr:bras
ante	complètement	6	0.895	en:ante ≈ fr:hindi ~ fr:haines hindi ≈ en:insanity = fr:folie ≈ en:fully = fr:complètement
any	haie	2	0.927	en:any ≈ fr:haie nient ~ fr:haie
any	hainaut chie	2	0.907	en:any ≈ fr:haie nient ~ fr:hainaut chie
any	haies	2	0.896	en:any ≈ fr:haie nient ~ fr:haies
apex	excel	6	0.906	en:apex ≈ fr:épais ex ~ fr:ex ès ≈ en:excess = fr:excès ≈ en:excel ~ fr:excel
apex	excelle	6	0.897	en:apex ≈ fr:épais ex ~ fr:ex ès ≈ en:excess = fr:excès ≈ en:excel = fr:excelle
apex	sexuel	6	0.892	en:apex ≈ fr:épais ex ~ en:ex ≈ fr:sexe ~ fr:sexes ≈ en:sex ~ fr:sexuel
appeal	pourparlers	6	0.920	en:appeal ≈ fr:pile ~ en:pile ≈ fr:pâle ~ fr:pâli ≈ en:parley = fr:pourparlers
appeal	faille	6	0.913	en:appeal ≈ fr:pile ~ en:pile ≈ fr:pâle ~ fr:pâli ≈ en:pally ~ fr:faille
appeal	plaie	6	0.912	en:appeal ≈ fr:pile ~ en:pile ≈ fr:pâle ~ fr:pâli ≈ en:pally ~ fr:plaie
approaches	choix	6	0.887	en:approaches ≈ fr:apprêt chaise ~ fr:chaux ≈ en:show ~ en:shows ≈ fr:chose ~ fr:choix
approaches	choses	5	0.871	en:approaches ≈ fr:apprêt chaise ~ fr:chaux ≈ en:show ~ en:shows ≈ fr:choses
approaches	chose	5	0.871	en:approaches ≈ fr:apprêt chaise ~ fr:chaux ≈ en:show ~ en:shows ≈ fr:chose
apt	opter	3	0.872	en:apt ~ fr:aptes ≈ en:opt = fr:opter
apt	option	3	0.835	en:apt ~ fr:aptes ≈ en:opt ~ fr:option
around	round}	2	0.976	en:around ≈ fr:round ~ fr:round}
around	rondes	2	0.954	en:around ≈ fr:round ~ fr:rondes
arrest	intéressée	6	0.948	en:arrest ≈ fr:restes ~ en:rested ≈ fr:rincent aide ~ fr:aident rincent aide ≈ en:interested = fr:intéressée
arrest	intéressés	6	0.948	en:arrest ≈ fr:restes ~ en:rested ≈ fr:rincent aide ~ fr:aident rincent aide ≈ en:interested = fr:intéressés
arrest	intéressées	6	0.948	en:arrest ≈ fr:restes ~ en:rested ≈ fr:rincent aide ~ fr:aident rincent aide ≈ en:interested = fr:intéressées
arrested	tweet	6	0.916	en:arrested ≈ fr:hérissent aide ~ fr:tissent aide ≈ en:twisted ~ fr:twist ≈ en:tweet ~ fr:tweet
arrested	mètre	6	0.915	en:arrested ≈ fr:hérissent aide ~ fr:met aide ≈ en:method ~ fr:méthode ≈ en:metered ~ fr:mètre
arrested	tweeter	6	0.914	en:arrested ≈ fr:hérissent aide ~ fr:tissent aide ≈ en:twisted ~ fr:twist ≈ en:tweet ~ fr:tweeter
arsing	assigner	2	0.953	en:arsing ≈ fr:assigne ~ fr:assigner
arsing	assignation	2	0.945	en:arsing ≈ fr:assigne ~ fr:assignation
artist	eté	5	0.954	en:artist ~ en:artiste ≈ fr:assiste ~ fr:aide ≈ en:ed ~ fr:eté
artist	eds	5	0.954	en:artist ~ en:artiste ≈ fr:assiste ~ fr:aide ≈ en:ed ~ fr:eds
artist	serait	5	0.942	en:artist ~ en:artiste ≈ fr:assiste ~ fr:aide ≈ en:would = fr:serait
artiste	attester	3	0.969	en:artiste ~ en:artist ≈ fr:atteste ~ fr:attester
artiste	attesté	3	0.968	en:artiste ~ en:artist ≈ fr:atteste ~ fr:attesté
artiste	attestée	3	0.967	en:artiste ~ en:artist ≈ fr:atteste ~ fr:attestée
asleep	slip	2	0.894	en:asleep ~ en:sleeps ≈ fr:slip
assaulted	plaies	6	0.931	en:assaulted ≈ fr:isolent aide ~ fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide ~ fr:plaies
assaulted	poilu	6	0.931	en:assaulted ≈ fr:isolent aide ~ fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide ~ fr:poilu
assaulted	qua	6	0.929	en:assaulted ≈ fr:isolent aide ~ fr:défient aide ≈ en:defeated ~ en:defeat ≈ fr:dit hit ~ fr:qua
assess	adultère	3	0.823	en:assess ~ en:assessed ≈ fr:inceste ~ fr:adultère
assess	inceste	2	0.866	en:assess ~ en:assessed ≈ fr:inceste
asset	routes	6	0.891	en:asset ~ en:properties ≈ fr:frappait aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:routes
asset	route	6	0.891	en:asset ~ en:properties ≈ fr:frappait aise ~ fr:ruent aise ≈ en:rooters ~ en:root ≈ fr:route
asset	routine	6	0.888	en:asset ~ en:properties ≈ fr:frappait aise ~ fr:ruent aise ≈ en:rooters ~ en:rooting ≈ fr:routine
aster	bates	6	0.938	en:aster ≈ fr:acheter = en:buy ≈ fr:bye ~ en:bye ≈ fr:bats ~ fr:bates
aster	bat noces	6	0.936	en:aster ≈ fr:acheter = en:buy ≈ fr:bye ~ en:bye ≈ fr:bat ~ fr:bat noces
aster	bat	6	0.933	en:aster ≈ fr:acheter = en:buy ≈ fr:bye ~ en:bye ≈ fr:bats ~ fr:bat
at	out	4	0.929	en:at ≈ fr:hâtes ~ fr:hâte ≈ en:out ~ fr:out
at	sortir	4	0.916	en:at ≈ fr:hâtes ~ fr:hâte ≈ en:out = fr:sortir
at	sortie	4	0.916	en:at ≈ fr:hâtes ~ fr:hâte ≈ en:out = fr:sortie
atoll	facilitée	3	0.904	en:atoll ~ fr:isole ≈ en:easel ~ fr:facilitée
atoll	faciles	3	0.902	en:atoll ~ fr:isole ≈ en:easel ~ fr:faciles
attended	main des	6	0.936	en:attended ~ en:attending ≈ fr:étain digne ~ fr:main digne ≈ en:mending ~ en:mender ≈ fr:main des
attended	mendes	5	0.933	en:attended ~ en:attending ≈ fr:étain digne ~ fr:main digne ≈ en:mending ~ fr:mendes
attended	mens	5	0.930	en:attended ~ en:attending ≈ fr:étain digne ~ fr:main digne ≈ en:mending ~ fr:mens
attending	mains	6	0.923	en:attending ≈ fr:étain digne ~ fr:main digne ≈ en:mending ~ en:mender ≈ fr:main des ~ fr:mains
attending	vexé	5	0.944	en:attending ~ en:attended ≈ fr:étain dites ~ fr:afin dites ≈ en:offended = fr:vexé
attending	offensé	5	0.944	en:attending ~ en:attended ≈ fr:étain dites ~ fr:afin dites ≈ en:offended = fr:offensé
attic	éthiques	2	0.966	en:attic ≈ fr:éthique ~ fr:éthiques
aural	orale	4	0.922	en:aural ≈ fr:oral ~ en:oral ≈ fr:orales ~ fr:orale
aural	orales	3	0.903	en:aural ≈ fr:oral ~ en:oral ≈ fr:orales
auras	zeitung	2	0.938	en:auras ≈ fr:horace ~ fr:zeitung
authorities	effort	2	0.870	en:authorities ≈ fr:effort hisse ~ fr:effort
automatic	hautement	2	0.936	en:automatic ≈ fr:hautement hic ~ fr:hautement
automatic	élevés	2	0.920	en:automatic ≈ fr:hautement hic ~ fr:élevés
autumn eater	rémunération	2	0.933	en:autumn eater ≈ fr:indemnités ~ fr:rémunération
autumn eater	indemnités	2	0.930	en:autumn eater ≈ fr:indemnité ~ fr:indemnités
autumn eater	indemnité	2	0.930	en:autumn eater ≈ fr:indemnités ~ fr:indemnité
awed	amical	4	0.955	en:awed ≈ fr:odes ~ fr:émises ≈ en:amice ~ fr:amical
awed	aïd	4	0.951	en:awed ≈ fr:odes ~ fr:émises ≈ en:amice ~ fr:aïd
awed	émise	2	0.983	en:awed ≈ fr:odes ~ fr:émise
awkward	résonner	6	0.881	en:awkward ≈ fr:oc oued ~ fr:oie ≈ en:why ~ en:reason ≈ fr:résonne ~ fr:résonner
awkward	résonne	5	0.873	en:awkward ≈ fr:oc oued ~ fr:oie ≈ en:why ~ en:reason ≈ fr:résonne
awkward	wow	4	0.861	en:awkward ≈ fr:oc oued ~ fr:oie ≈ en:wow ~ fr:wow
axe	orthodoxe	3	0.933	en:axe ~ fr:hochet axe ≈ en:orthodox ~ fr:orthodoxe
axe	orthodoxes	3	0.924	en:axe ~ fr:hochet axe ≈ en:orthodox ~ fr:orthodoxes
axe	orthodoxie	3	0.918	en:axe ~ fr:hochet axe ≈ en:orthodox = fr:orthodoxie
baby	blé	5	0.927	en:baby ~ fr:baby ≈ en:maybe ~ en:possibly ≈ fr:pas blé ~ fr:blé
baby	blé ode	5	0.923	en:baby ~ fr:baby ≈ en:maybe ~ en:possibly ≈ fr:pas blé ~ fr:blé ode
baby	céréales	5	0.915	en:baby ~ fr:baby ≈ en:maybe ~ en:possibly ≈ fr:pas blé ~ fr:céréales
bald	fourrer	3	0.877	en:bald = fr:chauves ≈ en:shove = fr:fourrer
bald	poussé	3	0.838	en:bald = fr:chauves ≈ en:shove ~ fr:poussé
bald	bâtard	3	0.820	en:bald = fr:chauves ≈ en:shove ~ fr:bâtard
ball	bouillir	3	0.928	en:ball ~ fr:ball ≈ en:boil = fr:bouillir
ball	ébullition	3	0.928	en:ball ~ fr:ball ≈ en:boil = fr:ébullition
baptist	bat	6	0.939	en:baptist ≈ fr:battent est ~ fr:bat né ≈ en:partner ~ en:partners ≈ fr:bat noces ~ fr:bat
baptist	bat lis	6	0.934	en:baptist ≈ fr:battent est ~ fr:bat né ≈ en:partner ~ en:partners ≈ fr:bat noces ~ fr:bat lis
baptist	braquage	6	0.908	en:baptist ≈ fr:battent est ~ fr:braquent est ≈ en:practiced ~ en:practice ≈ fr:braquent hisse ~ fr:braquage
baseball	gilet	5	0.947	en:baseball ~ en:softball ≈ fr:savent bol ~ fr:veste ≈ en:vest = fr:gilet
baseball	délire	5	0.942	en:baseball ~ en:softball ≈ fr:savent bol ~ fr:veste ≈ en:fessed ~ fr:délire
baseball	logiciel	5	0.939	en:baseball ~ en:softball ≈ fr:savent bol ~ fr:savent ouais ≈ en:software ~ fr:logiciel
basically	coude	6	0.925	en:basically ≈ fr:pays clé ~ fr:country ≈ en:cooed rhea ~ en:cooed ≈ fr:coudes ~ fr:coude
basically	coudes	6	0.925	en:basically ≈ fr:pays clé ~ fr:country ≈ en:cooed rhea ~ en:cooed ≈ fr:coude ~ fr:coudes
basically	courge	6	0.924	en:basically ≈ fr:pays clé ~ fr:country ≈ en:cooed rhea ~ en:cooed ≈ fr:coude ~ fr:courge
basket	enlevés	2	0.924	en:basket ≈ fr:bas quitte ~ fr:enlevés
basket	partir	2	0.920	en:basket ≈ fr:bas quitte ~ fr:partir
basketball	fougueux	2	0.915	en:basketball ≈ fr:masquent bol ~ fr:fougueux
basketball	stupéfait	2	0.912	en:basketball ≈ fr:masquent bol ~ fr:stupéfait
bastard	attester	6	0.929	en:bastard ≈ fr:passent aide ~ fr:assiste ≈ en:artiste ~ en:artist ≈ fr:atteste ~ fr:attester
bastard	attesté	6	0.929	en:bastard ≈ fr:passent aide ~ fr:assiste ≈ en:artiste ~ en:artist ≈ fr:atteste ~ fr:attesté
bastard	attestée	6	0.928	en:bastard ≈ fr:passent aide ~ fr:assiste ≈ en:artiste ~ en:artist ≈ fr:atteste ~ fr:attestée
bat	bases	6	0.929	en:bat ~ fr:bat ≈ en:bye ~ fr:bye ≈ en:buy ~ en:buys ≈ fr:bases
bat	base	6	0.929	en:bat ~ fr:bat ≈ en:bye ~ fr:bye ≈ en:buy ~ en:buys ≈ fr:base
bat	battu	5	0.951	en:bat ~ fr:bat noces ≈ en:partners ~ en:partner ≈ fr:bat né ~ fr:battu
bathroom	battu	6	0.916	en:bathroom ≈ fr:bat rhume ~ fr:bat noces ≈ en:partners ~ en:partner ≈ fr:bat né ~ fr:battu
bathroom	bat né	5	0.909	en:bathroom ≈ fr:bat rhume ~ fr:bat noces ≈ en:partners ~ en:partner ≈ fr:bat né
bathroom	bled	5	0.864	en:bathroom ≈ fr:bat rhume ~ fr:paient rhume ≈ en:bedroom ~ en:bed ≈ fr:bled
baulked	brooks	6	0.922	en:baulked ≈ fr:box ~ fr:boxe ≈ en:books ~ fr:books ≈ en:brooks ~ fr:brooks
baulked	ruisseaux	6	0.913	en:baulked ≈ fr:box ~ fr:boxe ≈ en:books ~ fr:books ≈ en:brooks = fr:ruisseaux
baulked	réservé	6	0.905	en:baulked ≈ fr:box ~ fr:boxe ≈ en:books ~ fr:books ≈ en:booked = fr:réservé
baulks	brooks	6	0.932	en:baulks ≈ fr:box ~ fr:boxe ≈ en:books ~ fr:books ≈ en:brooks ~ fr:brooks
baulks	ruisseaux	6	0.923	en:baulks ≈ fr:box ~ fr:boxe ≈ en:books ~ fr:books ≈ en:brooks = fr:ruisseaux
baulks	réservé	6	0.915	en:baulks ≈ fr:box ~ fr:boxe ≈ en:books ~ fr:books ≈ en:booked = fr:réservé
bawd	bandits	5	0.925	en:bawd ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bandit ~ fr:bandits
bawd	bandit	5	0.925	en:bawd ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bandits ~ fr:bandit
bawd	bondit	5	0.924	en:bawd ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bondi ~ fr:bondit
bawdry	bandits	5	0.939	en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bandit ~ fr:bandits
bawdry	bandit	5	0.939	en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bandits ~ fr:bandit
bawdry	bondit	5	0.938	en:bawdry ~ en:bawdy ≈ fr:body ~ en:body ≈ fr:bondi ~ fr:bondit
bawdy	buddy	6	0.914	en:bawdy ≈ fr:body ~ en:body ≈ fr:bandit ~ fr:bandits ≈ en:buddy ~ fr:buddy
bawdy	pote	6	0.906	en:bawdy ≈ fr:body ~ en:body ≈ fr:bandit ~ fr:bandits ≈ en:buddy = fr:pote
bawdy	copain	6	0.906	en:bawdy ≈ fr:body ~ en:body ≈ fr:bandit ~ fr:bandits ≈ en:buddy = fr:copain
bawling	crises	5	0.859	en:bawling ~ fr:crient ≈ en:carry ~ en:carries ≈ fr:crise ~ fr:crises
bawling	crise	5	0.859	en:bawling ~ fr:crient ≈ en:carry ~ en:carries ≈ fr:crises ~ fr:crise
bawling	prend	5	0.850	en:bawling ~ fr:crient ≈ en:carry ~ en:bring ≈ fr:prennent ~ fr:prend
beach	brunch	6	0.905	en:beach ~ en:beaches ≈ fr:but chaise ~ fr:bradent chaise ≈ en:branches ~ en:branch ≈ fr:brunch
beach	catch	6	0.890	en:beach ~ en:beaches ≈ fr:but chaise ~ fr:coud chaise ≈ en:coaches ~ en:coach ≈ fr:catch
beach	échelles	6	0.849	en:beach ~ en:beaches ≈ fr:but chaise ~ fr:chaise ≈ en:shells ~ en:shell ≈ fr:échelles
beaches	cut	6	0.917	en:beaches ≈ fr:but chaise ~ fr:coud chaise ≈ en:coaches ~ fr:coach ≈ en:cutch ~ fr:cut
beaches	catch	6	0.904	en:beaches ≈ fr:but chaise ~ fr:coud chaise ≈ en:coaches ~ fr:coach ≈ en:catch ~ fr:catch
beaches	crient chez	6	0.896	en:beaches ~ en:beach ≈ fr:bite ~ fr:bites ≈ en:beast ~ en:creature ≈ fr:crient chez
beacon	réunis	6	0.878	en:beacon ≈ fr:bic haines ~ fr:rez haines ≈ en:rain ~ en:rainy ≈ fr:réunies ~ fr:réunis
beacon	réunies	6	0.878	en:beacon ≈ fr:bic haines ~ fr:rez haines ≈ en:rain ~ en:rainy ≈ fr:réunis ~ fr:réunies
beacon	réunie	6	0.878	en:beacon ≈ fr:bic haines ~ fr:rez haines ≈ en:rain ~ en:rainy ≈ fr:réunis ~ fr:réunie
beading	crient chez	6	0.876	en:beading ~ en:bead ≈ fr:bite ~ fr:bites ≈ en:beast ~ en:creature ≈ fr:crient chez
beading	but chaise	6	0.867	en:beading ~ en:bead ≈ fr:bites ~ fr:bite ≈ en:beach ~ en:beaches ≈ fr:but chaise
beading	bits	6	0.866	en:beading ~ en:bead ≈ fr:bites ~ fr:bite ≈ en:beats ~ en:beat ≈ fr:bits
beads	crient chez	6	0.867	en:beads ~ en:bead ≈ fr:bite ~ fr:bites ≈ en:beast ~ en:creature ≈ fr:crient chez
beads	but chaise	6	0.859	en:beads ~ en:bead ≈ fr:bites ~ fr:bite ≈ en:beach ~ en:beaches ≈ fr:but chaise
beads	bits	6	0.857	en:beads ~ en:bead ≈ fr:bites ~ fr:bite ≈ en:beats ~ en:beat ≈ fr:bits
beady	mini	6	0.918	en:beady ~ en:beamy ≈ fr:mimi ~ fr:mimis ≈ en:meany ~ en:meanie ≈ fr:mini
beady	neveux	4	0.916	en:beady ≈ fr:midi = en:noon ≈ fr:nounou ~ fr:neveux
beady	noyés	4	0.915	en:beady ≈ fr:midi = en:noon ≈ fr:nounou ~ fr:noyés
beak	pourrait	6	0.886	en:beak ≈ fr:bic ~ en:mat ≈ fr:maths ~ fr:math ≈ en:might = fr:pourrait
beak	possiblement	6	0.875	en:beak ≈ fr:bic ~ en:mat ≈ fr:maths ~ fr:math ≈ en:might ~ fr:possiblement
beak	simplement	5	0.865	en:beak = fr:bec ≈ en:beg = fr:supplie ≈ en:simply = fr:simplement
beaked	pisse	6	0.853	en:beaked ~ en:beak ≈ fr:pique ~ fr:piquer ≈ en:peaky ~ en:peaks ≈ fr:pisse
beaked	piques	6	0.853	en:beaked ~ en:beak ≈ fr:pique ~ fr:piquer ≈ en:peaky ~ en:peaks ≈ fr:piques
beaked	rend	5	0.889	en:beaked ~ en:beak ≈ fr:pics ~ en:pics ≈ fr:fixe ~ fr:rend
beam	pise	6	0.873	en:beam ~ en:beams ≈ fr:bises ~ fr:bise ≈ en:pease ~ en:peas ≈ fr:pise
beam	bide	6	0.861	en:beam ~ en:beams ≈ fr:bises ~ fr:bise ≈ en:beads ~ en:bead ≈ fr:bide
beam	pisse	6	0.828	en:beam ~ en:beams ≈ fr:bises ~ fr:bise ≈ en:pease ~ en:peas ≈ fr:pisse
beams	leaders	6	0.915	en:beams ≈ fr:bises = en:kisses ≈ fr:quais aise ~ fr:lient aise ≈ en:leaders ~ fr:leaders
beams	pertes	6	0.912	en:beams ≈ fr:bises = en:kisses ≈ fr:quais aise ~ fr:las aise ≈ en:losses = fr:pertes
beams	dirigeants	6	0.912	en:beams ≈ fr:bises = en:kisses ≈ fr:quais aise ~ fr:lient aise ≈ en:leaders ~ fr:dirigeants
beamy	mini	5	0.924	en:beamy ≈ fr:mimi ~ fr:mimis ≈ en:meany ~ en:meanie ≈ fr:mini
beamy	neveux	5	0.911	en:beamy ~ en:beady ≈ fr:midi = en:noon ≈ fr:nounou ~ fr:neveux
