fr:contrôlés	fr:contrôlée	0.7
en:expires	en:exhale	0.7
fr:assortiment	fr:assorties	0.7
en:float	en:floater	0.7
fr:minéral	fr:minéraux	0.7
fr:théatre	fr:théâtres	0.7
en:vent	en:vented	0.7
en:release	en:liberation	0.7
fr:rabais	fr:réduction	0.7
fr:vaincu	fr:vaincus	0.7
en:symposium	en:colloque	0.7
fr:croyez	fr:croient	0.7
fr:manuscrit	fr:manuscrits	0.7
en:nicely	en:kindly	0.7
fr:manifestement	fr:évidemment	0.7
fr:slot	fr:fente	0.7
en:perfume	en:perfumes	0.7
fr:nul	fr:nulle	0.7
fr:raie	fr:ray	0.7
fr:télégraphe	fr:télégraphique	0.7
en:chief	en:chef	0.7
fr:couvercle	fr:couverture	0.7
en:pass	en:passing	0.7
fr:comprennent	fr:inclut	0.7
fr:supprimer	fr:enlèvent	0.7
en:anaphylaxis	en:anaphylactic	0.7
fr:imposée	fr:imposées	0.7
fr:telecom	fr:télécoms	0.7
fr:soupapes	fr:valves	0.7
fr:souffrir	fr:souffrances	0.7
fr:blessures	fr:lésions	0.7
en:sanitation	en:sewerage	0.7
fr:hydrate	fr:hydrater	0.7
fr:rencontre	fr:réunion	0.7
en:recurrence	en:recidivism	0.7
fr:arrêtés	fr:arrêté	0.7
en:pen	en:quill	0.7
fr:torturé	fr:torturée	0.7
en:masturbation	en:masturbate	0.7
en:gift	en:gifts	0.7
fr:absurde	fr:absurdité	0.7
en:despised	en:scorned	0.7
fr:interruption	fr:interruptions	0.7
en:splitter	en:divider	0.7
fr:turn	fr:tournez	0.7
fr:basse	fr:faible	0.7
fr:comportementaux	fr:comportementale	0.7
fr:alliance	fr:alliances	0.7
en:colouring	en:colorant	0.7
en:belly	en:tummy	0.7
fr:assimilation	fr:assimiler	0.7
fr:cautionnement	fr:caution	0.7
en:redirecting	en:redirection	0.7
en:boards	en:planks	0.7
en:rigorous	en:stringent	0.7
en:roofs	en:rooftops	0.7
en:maximizing	en:maximization	0.7
en:piss	en:pissing	0.7
fr:personnel	fr:personnelle	0.7
fr:envisager	fr:considère	0.7
en:committed	en:clerk	0.7
en:wreckage	en:shipwreck	0.7
fr:attente	fr:attendre	0.7
fr:sourde	fr:sourd	0.7
en:facades	en:façades	0.7
fr:échapper	fr:escape	0.7
en:fcc	en:csa	0.7
fr:obsolètes	fr:dépassée	0.7
en:east	en:orient	0.7
fr:votée	fr:voté	0.7
fr:coquille	fr:shell	0.7
fr:singapouriens	fr:singapourienne	0.7
en:corroborate	en:corroborating	0.7
en:tramway	en:trams	0.7
en:state	en:condition	0.7
en:airport	en:aéroports	0.7
en:blend	en:shuffle	0.7
fr:tué	fr:tuée	0.7
fr:diverses	fr:divers	0.7
fr:majestueuse	fr:majestueux	0.7
en:strength	en:robustness	0.7
en:speculation	en:speculations	0.7
en:violinist	en:fiddler	0.7
fr:massifs	fr:massive	0.7
fr:cacahuètes	fr:arachide	0.7
en:normalized	en:normalised	0.7
en:north	en:northern	0.7
fr:supporters	fr:soutiens	0.7
fr:douillet	fr:cosy	0.7
fr:capuche	fr:capuchon	0.7
en:moral	en:morality	0.7
en:cracked	en:cracking	0.7
fr:minimale	fr:minimums	0.7
fr:destructeurs	fr:destroyers	0.7
fr:cylons	fr:cylon	0.7
en:telecommunications	en:telecom	0.7
fr:phoque	fr:sceau	0.7
en:naming	en:appoint	0.7
en:ignore	en:ignores	0.7
fr:recentrer	fr:recentrage	0.7
fr:aortique	fr:aorte	0.7
fr:glucides	fr:glucide	0.7
en:shirt	en:blouse	0.7
fr:pti	fr:itp	0.7
en:resistant	en:resilient	0.7
fr:russes	fr:russe	0.7
fr:occupent	fr:occupez	0.7
fr:dictés	fr:dictées	0.7
fr:voir	fr:vois	0.7
en:puree	en:purée	0.7
en:buddhist	en:buddhists	0.7
fr:fourchettes	fr:fourches	0.7
fr:fauché	fr:cassée	0.7
fr:négocier	fr:négocie	0.7
en:discothèque	en:discotheque	0.7
fr:douce	fr:douces	0.7
fr:pliés	fr:pliée	0.7
fr:défendons	fr:défendre	0.7
fr:pizzas	fr:pizza	0.7
en:nipple	en:nipples	0.7
en:pornography	en:pornographic	0.7
fr:collation	fr:snack	0.7
fr:belle	fr:charmante	0.7
fr:fondu	fr:fondre	0.7
fr:mesurable	fr:mesurables	0.7
fr:paysager	fr:paysage	0.7
en:cushion	en:cushions	0.7
fr:décider	fr:décidez	0.7
fr:constantin	fr:constantine	0.7
en:still	en:encore	0.7
en:floppies	en:diskettes	0.7
en:contradiction	en:contradictions	0.7
en:deploy	en:deploying	0.7
fr:ajouts	fr:ajoute	0.7
fr:intestins	fr:intestinale	0.7
fr:reforme	fr:réforme	0.7
fr:fils	fr:sons	0.7
fr:façades	fr:façade	0.7
fr:affamée	fr:affamé	0.7
fr:plonger	fr:plongée	0.7
fr:psychosocial	fr:psychosociale	0.7
fr:prisée	fr:prisé	0.7
en:works	en:artworks	0.7
en:estimate	en:estimations	0.7
en:warhead	en:warheads	0.7
en:trap	en:snare	0.7
en:purple	en:violette	0.7
fr:confiserie	fr:confiseries	0.7
en:redeemable	en:exchangeable	0.7
fr:flèches	fr:flèche	0.7
fr:déchirés	fr:déchirée	0.7
en:mixing	en:blend	0.7
fr:bandes	fr:rubans	0.7
fr:oxydants	fr:oxydation	0.7
en:shortcomings	en:inadequacies	0.7
fr:expédiées	fr:expédiés	0.7
fr:mensuel	fr:mensuellement	0.7
fr:téléspectateurs	fr:spectateurs	0.7
fr:attaqué	fr:attaquée	0.7
en:directions	en:itinerary	0.7
en:insert	en:insertion	0.7
en:flyers	en:brochures	0.7
fr:progressiste	fr:graduel	0.7
fr:prolongement	fr:extension	0.7
fr:soudés	fr:soudé	0.7
fr:retrait	fr:rétrécissement	0.7
en:screaming	en:shouting	0.7
fr:vibes	fr:vibrations	0.7
fr:incompétent	fr:incompétence	0.7
fr:domaines	fr:zones	0.7
en:gravitational	en:gravitation	0.7
en:pottery	en:ceramics	0.7
fr:rejoints	fr:rejoint	0.7
en:distortion	en:warp	0.7
fr:gazoduc	fr:pipeline	0.7
en:released	en:freed	0.7
fr:compétition	fr:concours	0.7
fr:tardif	fr:retard	0.7
fr:priorité	fr:prioritaire	0.7
fr:transformés	fr:transformées	0.7
fr:obligatoire	fr:obligatoirement	0.7
fr:indécent	fr:obscènes	0.7
en:odd	en:freaky	0.7
fr:pcp	fr:pfc	0.7
en:marseille	en:marseilles	0.7
en:students	en:pupils	0.7
fr:imprévues	fr:imprévue	0.7
en:timetable	en:timetables	0.7
en:spy	en:spies	0.7
en:default	en:flaw	0.7
en:amer	en:bittersweet	0.7
fr:décoder	fr:décryptage	0.7
en:gem	en:gemstone	0.7
fr:gagnée	fr:won	0.7
en:capsule	en:capsules	0.7
fr:jeté	fr:plaqué	0.7
en:unevenly	en:unequally	0.7
en:janet	en:mireille	0.7
en:colonization	en:colonisation	0.7
en:carve	en:sculpt	0.7
fr:identifiée	fr:identifiées	0.7
fr:but	fr:objectif	0.7
en:imperialism	en:imperialist	0.7
fr:délicieuses	fr:délicieux	0.7
en:suggest	en:suggesting	0.7
en:unreadable	en:illegible	0.7
fr:gestionnaire	fr:gérant	0.7
en:legion	en:legions	0.7
fr:cierges	fr:chandelles	0.7
en:harvest	en:reaping	0.7
en:predictions	en:prognosis	0.7
en:comfortable	en:cosy	0.7
en:bargaining	en:haggling	0.7
fr:piques	fr:pointes	0.7
fr:détente	fr:relax	0.7
fr:transplantations	fr:greffes	0.7
fr:collations	fr:snacks	0.7
fr:dessinateur	fr:concepteur	0.7
fr:promotionnel	fr:promotionnelles	0.7
en:tape	en:bande	0.7
fr:examens	fr:critiques	0.7
fr:retraités	fr:retraite	0.7
en:myanmar	en:burmese	0.7
en:excavations	en:excavation	0.7
fr:ancestral	fr:ancestrales	0.7
fr:voyez	fr:voir	0.7
fr:inhumation	fr:enterrement	0.7
fr:hydratation	fr:humidité	0.7
en:relays	en:relais	0.7
fr:navy	fr:marine	0.7
fr:citrouilles	fr:courge	0.7
fr:notre	fr:nos	0.7
fr:joués	fr:jouée	0.7
fr:chaîne	fr:channel	0.7
fr:efficace	fr:efficaces	0.7
fr:écrite	fr:écrits	0.7
fr:créneaux	fr:fentes	0.7
en:thor	en:thors	0.7
fr:bois	fr:verre	0.7
fr:inconscient	fr:inconsciente	0.7
fr:mépriser	fr:méprisent	0.7
fr:célibataire	fr:unique	0.7
fr:complètement	fr:complétement	0.7
en:franchise	en:deductible	0.7
en:butt	en:cheek	0.7
en:acoustic	en:acoustics	0.7
en:stamps	en:pads	0.7
fr:xii	fr:xiie	0.7
en:mix	en:mixing	0.7
en:reprogram	en:reschedule	0.7
en:smell	en:scent	0.7
fr:dévastateur	fr:dévastatrice	0.7
fr:concierge	fr:conciergerie	0.7
fr:araignées	fr:araignée	0.7
fr:confession	fr:aveu	0.7
fr:suspendues	fr:suspendus	0.7
fr:astronomiques	fr:astronomique	0.7
en:intestinal	en:bowel	0.7
fr:honteux	fr:honte	0.7
en:shooter	en:sniper	0.7
fr:constructifs	fr:constructives	0.7
fr:limpide	fr:effacer	0.7
fr:voyageait	fr:voyagé	0.7
fr:coordinatrice	fr:coordinateur	0.7
en:guardian	en:custodian	0.7
fr:mariage	fr:noces	0.7
fr:nuls	fr:nulle	0.7
fr:bleuets	fr:myrtille	0.7
en:stream	en:flows	0.7
fr:débloquer	fr:déblocage	0.7
fr:emf	fr:cem	0.7
fr:traqueurs	fr:traceurs	0.7
fr:étudiant	fr:étudiante	0.7
fr:resta	fr:resté	0.7
fr:commentaires	fr:rétroaction	0.7
en:foam	en:mosses	0.7
en:instructional	en:instructive	0.7
fr:insurmontables	fr:insurmontable	0.7
en:dysfunction	en:malfunctioning	0.7
fr:révélés	fr:dévoilé	0.7
fr:huîtres	fr:huître	0.7
en:competencies	en:competences	0.7
en:airwaves	en:vibes	0.7
en:inactive	en:idle	0.7
en:castile	en:castilla	0.7
en:nest	en:nests	0.7
fr:mécénat	fr:commandite	0.7
en:announcing	en:announce	0.7
fr:aidé	fr:assisté	0.7
en:malfunctions	en:dysfunctions	0.7
en:twelfth	en:xii	0.7
en:honor	en:honour	0.7
fr:vitesses	fr:vitesse	0.7
fr:réceptifs	fr:réceptivité	0.7
en:gains	en:winnings	0.7
fr:collés	fr:collé	0.7
fr:décorées	fr:décorés	0.7
fr:génitale	fr:génital	0.7
en:resurgence	en:recurrence	0.7
fr:codifiées	fr:codifié	0.7
fr:densités	fr:densité	0.7
en:siesta	en:napping	0.7
fr:encodage	fr:codification	0.7
en:selection	en:choices	0.7
fr:justificatif	fr:preuves	0.7
fr:regrettable	fr:regrettables	0.7
fr:pokémon	fr:pokemon	0.7
en:vandal	en:hooligans	0.7
en:pencils	en:crayons	0.7
fr:plastique	fr:plastiques	0.7
fr:volonté	fr:sera	0.7
fr:séparé	fr:séparées	0.7
fr:réparateur	fr:réparations	0.7
fr:colles	fr:colle	0.7
fr:fonctionnement	fr:opération	0.7
fr:inondation	fr:inondations	0.7
en:nearby	en:proximity	0.7
en:david	en:alan	0.7
en:tvs	en:télévisions	0.7
en:deter	en:discouraging	0.7
fr:acharné	fr:inlassable	0.7
en:maneuver	en:maneuvering	0.7
fr:langouste	fr:homards	0.7
en:miles	en:kilometres	0.7
en:beaten	en:battered	0.7
en:disks	en:diskette	0.7
en:characterize	en:characterising	0.7
fr:défendues	fr:défendus	0.7
en:compliment	en:compliments	0.7
en:petting	en:caress	0.7
fr:sainte	fr:sacré	0.7
fr:assistant	fr:assistante	0.7
fr:accidenté	fr:robuste	0.7
fr:saignement	fr:hémorragie	0.7
fr:locataire	fr:locataires	0.7
en:bring	en:brings	0.7
fr:vigilant	fr:vigilants	0.7
fr:devenu	fr:devint	0.7
fr:release	fr:libération	0.7
fr:pact	fr:pacte	0.7
en:exhibition	en:exposure	0.7
fr:masculin	fr:homme	0.7
en:sceptical	en:sceptics	0.7
fr:rod	fr:tige	0.7
fr:pitié	fr:dommage	0.7
en:rating	en:scoring	0.7
fr:posters	fr:affiches	0.7
fr:froid	fr:chill	0.7
en:classified	en:filed	0.7
fr:déjà	fr:deja	0.7
fr:analysés	fr:analysée	0.7
en:litres	en:liters	0.7
en:trade	en:commerce	0.7
en:reversed	en:inverse	0.7
fr:guidées	fr:guidée	0.7
fr:prescrits	fr:prescrites	0.7
en:fields	en:domains	0.7
en:neighborhood	en:neighbourhood	0.7
en:issuing	en:issuance	0.7
en:fake	en:impostor	0.7
fr:enfoui	fr:enterré	0.7
en:corners	en:angles	0.7
en:hives	en:urticaria	0.7
fr:besoins	fr:besoin	0.7
fr:approvisionné	fr:fournies	0.7
fr:surprenantes	fr:surprenante	0.7
en:movies	en:ciné	0.7
en:vue	en:evi	0.7
fr:expérimental	fr:expérimentale	0.7
fr:béni	fr:bénis	0.7
fr:sol	fr:plancher	0.7
en:nepalese	en:nepali	0.7
fr:éditorial	fr:rédaction	0.7
fr:renforcé	fr:renforcée	0.7
en:battery	en:tails	0.7
en:surprise	en:surprised	0.7
fr:disparaît	fr:disparait	0.7
fr:attribués	fr:attribuée	0.7
en:decayed	en:decomposed	0.7
en:developer	en:developers	0.7
fr:discussion	fr:chat	0.7
fr:danoises	fr:danois	0.7
en:streamline	en:rationalise	0.7
fr:inspirant	fr:exaltant	0.7
fr:shuttle	fr:navettes	0.7
en:jelly	en:jams	0.7
en:opening	en:openness	0.7
fr:subite	fr:soudain	0.7
fr:semence	fr:sperme	0.7
fr:maintenir	fr:garder	0.7
en:intelligent	en:clever	0.7
en:stag	en:cerf	0.7
en:tuna	en:tunas	0.7
fr:objection	fr:récusation	0.7
fr:basses	fr:bas	0.7
en:shaver	en:razors	0.7
fr:shin	fr:tibia	0.7
fr:simulé	fr:simuler	0.7
fr:pont	fr:passerelle	0.7
fr:cachée	fr:caché	0.7
fr:déplacé	fr:déplacées	0.7
fr:yasmine	fr:yasmin	0.7
fr:attaque	fr:attentat	0.7
en:fail	en:failing	0.7
fr:sauvegarde	fr:renforts	0.7
en:repayment	en:refunds	0.7
en:overuse	en:overexploitation	0.7
fr:conceptuelle	fr:conceptuel	0.7
en:coi	en:cio	0.7
fr:imprécise	fr:imprécises	0.7
fr:glissé	fr:glisse	0.7
fr:échec	fr:échouer	0.7
fr:autonomes	fr:autonomie	0.7
en:expediency	en:opportunism	0.7
fr:souffle	fr:époustouflante	0.7
fr:comprenez	fr:comprends	0.7
fr:peines	fr:condamnation	0.7
en:porter	en:bearer	0.7
en:michele	en:michèle	0.7
fr:ventricule	fr:ventriculaire	0.7
fr:fms	fr:sgf	0.7
fr:soie	fr:soies	0.7
en:ctc	en:cct	0.7
fr:hut	fr:hutte	0.7
fr:droite	fr:droit	0.7
fr:inconscience	fr:inconscients	0.7
fr:transports	fr:transport	0.7
fr:résidente	fr:résidant	0.7
fr:comprenez	fr:comprendre	0.7
fr:rétroactivité	fr:rétroactif	0.7
en:risk	en:hazards	0.7
fr:citations	fr:cotes	0.7
fr:banques	fr:bancaire	0.7
fr:ânes	fr:ane	0.7
fr:pathfinder	fr:éclaireur	0.7
fr:ait	fr:aci	0.7
en:earthquake	en:quake	0.7
fr:naïf	fr:naïfs	0.7
en:toll	en:tolls	0.7
fr:saxons	fr:saxon	0.7
en:location	en:venue	0.7
fr:frein	fr:freiner	0.7
fr:superbe	fr:sublime	0.7
en:indefinite	en:undefined	0.7
fr:délivré	fr:livré	0.7
fr:sécurisée	fr:sécurisés	0.7
fr:spectrale	fr:spectrales	0.7
fr:fous	fr:idiots	0.7
fr:hurlements	fr:hurlant	0.7
en:compartments	en:enclosures	0.7
en:repulsed	en:repoussé	0.7
fr:matches	fr:allumettes	0.7
en:depository	en:depositary	0.7
fr:fasciné	fr:fascinée	0.7
fr:poivron	fr:pepper	0.7
fr:élues	fr:élus	0.7
fr:garanti	fr:garanties	0.7
fr:pénible	fr:douloureuses	0.7
fr:ravageurs	fr:parasite	0.7
fr:primitifs	fr:primitive	0.7
fr:gageure	fr:défi	0.7
en:strongly	en:heavily	0.7
fr:crier	fr:hurlements	0.7
fr:redevable	fr:endetté	0.7
fr:lap	fr:giron	0.7
fr:perçu	fr:perçues	0.7
en:dissecting	en:dissect	0.7
fr:connaître	fr:sachez	0.7
fr:affranchi	fr:libérés	0.7
fr:exemptions	fr:exonérations	0.7
en:abstract	en:abstraction	0.7
fr:appareil	fr:appareillage	0.7
en:cores	en:kernels	0.7
fr:géorgien	fr:géorgie	0.7
fr:froment	fr:blé	0.7
fr:psaume	fr:psaumes	0.7
fr:normale	fr:normales	0.7
fr:fuir	fr:fuis	0.7
fr:privilégiées	fr:préférence	0.7
fr:raffinage	fr:raffinerie	0.7
en:speaker	en:pregnant	0.7
en:breton	en:bretons	0.7
en:celebrations	en:festivities	0.7
en:trivia	en:quiz	0.7
fr:cavité	fr:cavités	0.7
en:hostess	en:hostesses	0.7
en:whimsical	en:fickle	0.7
en:dawn	en:aurore	0.7
fr:fameux	fr:célèbre	0.7
fr:graves	fr:sérieuse	0.7
fr:agrandissement	fr:expansion	0.7
fr:tchadien	fr:tchad	0.7
en:directed	en:realised	0.7
fr:valider	fr:validation	0.7
fr:brisé	fr:brisée	0.7
en:raw	en:cru	0.7
fr:godet	fr:seau	0.7
en:bars	en:barres	0.7
en:tickle	en:tickling	0.7
fr:crier	fr:hurlement	0.7
fr:prématurée	fr:prématuré	0.7
fr:durable	fr:soutenable	0.7
en:absinthe	en:wormwood	0.7
en:organize	en:organizing	0.7
fr:trois	fr:three	0.7
fr:détecter	fr:détectent	0.7
en:human	en:humans	0.7
en:aviation	en:aeronautical	0.7
en:properly	en:correctly	0.7
fr:chr	fr:cdh	0.7
fr:reading	fr:lire	0.7
fr:barclays	fr:barclay	0.7
fr:précieux	fr:précieuse	0.7
fr:confiant	fr:confiante	0.7
fr:herbages	fr:pelouses	0.7
en:fart	en:farting	0.7
en:esp	en:pse	0.7
fr:locust	fr:criquet	0.7
en:details	en:detail	0.7
fr:léon	fr:león	0.7
en:nutrients	en:nutritious	0.7
fr:froid	fr:froids	0.7
en:corroborated	en:corroboration	0.7
fr:puces	fr:puce	0.7
en:organizing	en:organizer	0.7
fr:attaque	fr:attack	0.7
fr:précipitée	fr:précipité	0.7
fr:adepte	fr:disciple	0.7
fr:insuffisance	fr:inadéquat	0.7
fr:antérieure	fr:antérieur	0.7
fr:murales	fr:fresques	0.7
fr:empoisonnés	fr:empoisonnées	0.7
fr:inversées	fr:inversé	0.7
fr:antagoniste	fr:antagonistes	0.7
fr:retournant	fr:revenant	0.7
en:fireman	en:firefighter	0.7
en:analyzing	en:analyse	0.7
fr:naufrage	fr:couler	0.7
en:carpet	en:tapis	0.7
fr:concessionnaire	fr:revendeurs	0.7
fr:piqûre	fr:dard	0.7
en:moldova	en:moldavia	0.7
fr:asymétriques	fr:asymétrie	0.7
fr:murmure	fr:murmures	0.7
fr:présidence	fr:fauteuil	0.7
fr:naturel	fr:naturelles	0.7
fr:rémunéré	fr:payées	0.7
fr:adopté	fr:adoptés	0.7
fr:prédictions	fr:prédiction	0.7
fr:divisé	fr:divisées	0.7
fr:côtières	fr:côtier	0.7
en:explosion	en:blast	0.7
fr:polluant	fr:polluante	0.7
fr:acharné	fr:incessant	0.7
fr:ordinaire	fr:régulière	0.7
en:dreamer	en:dreamy	0.7
fr:stingray	fr:raie	0.7
fr:recueil	fr:collecte	0.7
fr:guidage	fr:guider	0.7
fr:balais	fr:balai	0.7
fr:commercialisé	fr:commercialisées	0.7
fr:traumatisante	fr:traumatisant	0.7
fr:sauvage	fr:savage	0.7
fr:down	fr:descendre	0.7
fr:alligators	fr:croco	0.7
fr:bons	fr:bon	0.7
en:unacceptable	en:intolerable	0.7
fr:extrémiste	fr:extrémisme	0.7
fr:retourner	fr:revenir	0.7
fr:maorie	fr:maoris	0.7
fr:couverture	fr:couvrir	0.7
fr:philosophique	fr:philosophiques	0.7
fr:millimètre	fr:millimètres	0.7
fr:endommagés	fr:endommagée	0.7
fr:lièvre	fr:hare	0.7
en:hunchback	en:humpback	0.7
en:isf	en:ewb	0.7
en:assumptions	en:hypotheses	0.7
