a	b	hops	quality	subchain
fr:seller	fr:verte	3	0.994	≈ fr:seller en:seller ≈ fr:selles ~ fr:verte
en:seller	fr:verte	2	0.994	~ en:seller ≈ fr:selles fr:verte
fr:jean	fr:gene	5	0.994	≈ fr:jean en:jean ≈ fr:gin ~ fr:gins ≈ en:gene ~ fr:gene
en:gean	fr:gins	4	0.994	en:gean ≈ fr:jean ~ en:jean ≈ fr:gin ~ fr:gins
en:gean	en:gene	5	0.994	en:gean ≈ fr:jean ~ en:jean ≈ fr:gin ~ fr:gins ≈ en:gene
en:gean	fr:gene	6	0.994	en:gean ≈ fr:jean ~ en:jean ≈ fr:gin ~ fr:gins ≈ en:gene ~ fr:gene
fr:jean	fr:gins	3	0.994	≈ fr:jean en:jean ≈ fr:gin ~ fr:gins
fr:jean	en:gene	4	0.994	≈ fr:jean en:jean ≈ fr:gin ~ fr:gins ≈ en:gene
en:jean	fr:gins	2	0.994	~ en:jean ≈ fr:gin fr:gins
en:prove	fr:prouvée	2	0.994	en:prove ≈ fr:prouve ~ fr:prouvée
en:share	fr:caro	2	0.994	en:share ≈ fr:chères ~ fr:caro
en:toot	fr:allen	2	0.994	en:toot ≈ fr:toutes ~ fr:allen
en:born	fr:borné	2	0.993	en:born ≈ fr:borne ~ fr:borné
fr:coupes	en:cooper	2	0.993	≈ fr:coupes ~ fr:coupe ≈ en:cooper
fr:coupes	fr:cooper	3	0.993	≈ fr:coupes ~ fr:coupe ≈ en:cooper fr:cooper
fr:coupe	fr:cooper	2	0.993	~ fr:coupe ≈ en:cooper ~ fr:cooper
en:coo	en:coup	2	0.993	en:coo ≈ fr:coup ~ en:coup
en:coo	fr:coupe	4	0.993	en:coo ≈ fr:coup ~ en:coup ≈ fr:coupes ~ fr:coupe
en:coo	en:cooper	5	0.993	en:coo ≈ fr:coup ~ en:coup ≈ fr:coupes ~ fr:coupe ≈ en:cooper
en:coo	fr:cooper	6	0.993	en:coo ≈ fr:coup ~ en:coup ≈ fr:coupes ~ fr:coupe ≈ en:cooper ~ fr:cooper
fr:coup	fr:coupe	3	0.993	≈ fr:coup en:coup ≈ fr:coupes ~ fr:coupe
fr:coup	en:cooper	4	0.993	≈ fr:coup en:coup ≈ fr:coupes ~ fr:coupe ≈ en:cooper
fr:coup	fr:cooper	5	0.993	≈ fr:coup en:coup ≈ fr:coupes ~ fr:coupe ≈ en:cooper ~ fr:cooper
en:coup	fr:coupe	2	0.993	~ en:coup ≈ fr:coupes fr:coupe
en:coup	en:cooper	3	0.993	~ en:coup ≈ fr:coupes fr:coupe ≈ en:cooper
en:coup	fr:cooper	4	0.993	~ en:coup ≈ fr:coupes fr:coupe ≈ en:cooper ~ fr:cooper
en:fair	fr:fais	2	0.993	en:fair ≈ fr:faire ~ fr:fais
en:fair	fr:faites	2	0.993	en:fair ≈ fr:faire ~ fr:faites
en:fare	fr:fais	2	0.993	en:fare ≈ fr:faire ~ fr:fais
en:fare	fr:faites	2	0.993	en:fare ≈ fr:faire ~ fr:faites
en:soup	en:super	3	0.993	en:soup ≈ fr:soupes ~ fr:soupe ≈ en:super
en:soup	fr:super	4	0.993	en:soup ≈ fr:soupes ~ fr:soupe ≈ en:super ~ fr:super
fr:soupe	fr:super	2	0.993	~ fr:soupe ≈ en:super fr:super
en:pair	fr:père	2	0.993	en:pair ≈ fr:pères ~ fr:père
en:rev	fr:rêvé	2	0.993	en:rev ≈ fr:rêvent ~ fr:rêvé
en:soup	fr:soupe	2	0.993	en:soup ≈ fr:soupes ~ fr:soupe
en:tell	en:tel	3	0.993	en:tell ≈ fr:telles ~ fr:telle ≈ en:tel
en:tell	fr:tel	4	0.993	en:tell ≈ fr:telles ~ fr:telle ≈ en:tel ~ fr:tel
fr:telles	en:tel	2	0.993	≈ fr:telles fr:telle ≈ en:tel
fr:telles	fr:tel	3	0.993	≈ fr:telles fr:telle ≈ en:tel ~ fr:tel
fr:telle	fr:tel	2	0.993	~ fr:telle ≈ en:tel fr:tel
en:bless	fr:blesser	2	0.992	en:bless ≈ fr:blesse ~ fr:blesser
en:boss	fr:boss	2	0.992	en:boss ≈ fr:bosse ~ fr:boss
en:cellar	fr:selle	3	0.992	en:cellar ≈ fr:seller ~ en:seller ≈ fr:selle
en:cellar	fr:tome	4	0.992	en:cellar ≈ fr:seller ~ en:seller ≈ fr:selle ~ fr:tome
fr:seller	fr:selle	2	0.992	≈ fr:seller en:seller ≈ fr:selle
fr:seller	fr:tome	3	0.992	≈ fr:seller en:seller ≈ fr:selle ~ fr:tome
en:seller	fr:tome	2	0.992	~ en:seller ≈ fr:selle fr:tome
fr:shootes	fr:shoot	2	0.992	~ fr:shootes en:shoot ~ fr:shoot
en:cross	en:crosse	2	0.992	en:cross ≈ fr:crosse ~ en:crosse
en:cross	fr:cross	3	0.992	en:cross ≈ fr:crosse ~ en:crosse ≈ fr:cross
en:cross	fr:crosse	3	0.992	en:cross ~ fr:cross ≈ en:crosse ~ fr:crosse
fr:cross	fr:crosse	2	0.992	≈ fr:cross en:cross ≈ fr:crosse
en:crosse	fr:crosse	3	0.992	en:crosse ≈ fr:cross ~ en:cross ≈ fr:crosse
en:seize	fr:sises	2	0.992	~ en:seize ≈ fr:sise fr:sises
en:seize	en:seas	3	0.992	~ en:seize ≈ fr:sise fr:sises ≈ en:seas
en:seize	fr:rse	4	0.992	~ en:seize ≈ fr:sise fr:sises ≈ en:seas ~ fr:rse
fr:sise	en:seas	2	0.992	≈ fr:sise ~ fr:sises ≈ en:seas
fr:sise	fr:rse	3	0.992	≈ fr:sise ~ fr:sises ≈ en:seas fr:rse
fr:sises	fr:rse	2	0.992	~ fr:sises ≈ en:seas ~ fr:rse
en:lease	fr:lumière	2	0.992	en:lease ≈ fr:lys ~ fr:lumière
fr:shootes	fr:chute	4	0.992	~ fr:shootes en:shoot ~ fr:shoot ≈ en:chute ~ fr:chute
en:prove	fr:prouvé	2	0.992	en:prove ≈ fr:prouve ~ fr:prouvé
en:prove	fr:prouvant	2	0.992	en:prove ≈ fr:prouve ~ fr:prouvant
en:rev	fr:rêvant	2	0.992	en:rev ≈ fr:rêve ~ fr:rêvant
en:roost	fr:rousse	2	0.992	en:roost ≈ fr:rouste ~ fr:rousse
en:rule	fr:roulé	2	0.992	en:rule ≈ fr:roule ~ fr:roulé
en:ruler	fr:roulé	2	0.992	en:ruler ≈ fr:roule ~ fr:roulé
en:says	en:seize	2	0.992	en:says ≈ fr:seize ~ en:seize
en:says	fr:sise	3	0.992	en:says ≈ fr:seize ~ en:seize ≈ fr:sise
en:says	fr:sises	4	0.992	en:says ≈ fr:seize ~ en:seize ≈ fr:sise ~ fr:sises
en:says	en:seas	5	0.992	en:says ≈ fr:seize ~ en:seize ≈ fr:sise ~ fr:sises ≈ en:seas
en:says	fr:rse	6	0.992	en:says ≈ fr:seize ~ en:seize ≈ fr:sise ~ fr:sises ≈ en:seas ~ fr:rse
fr:seize	fr:sise	2	0.992	≈ fr:seize en:seize ≈ fr:sise
fr:seize	fr:sises	3	0.992	≈ fr:seize en:seize ≈ fr:sise ~ fr:sises
fr:seize	en:seas	4	0.992	≈ fr:seize en:seize ≈ fr:sise ~ fr:sises ≈ en:seas
fr:seize	fr:rse	5	0.992	≈ fr:seize en:seize ≈ fr:sise ~ fr:sises ≈ en:seas ~ fr:rse
fr:shootes	en:chute	3	0.992	~ fr:shootes en:shoot ~ fr:shoot ≈ en:chute
en:shooting	en:shoot	2	0.992	en:shooting ~ fr:shootes ≈ en:shoot
en:shooting	fr:shoot	3	0.992	en:shooting ~ fr:shootes ≈ en:shoot ~ fr:shoot
en:shooting	en:chute	4	0.992	en:shooting ~ fr:shootes ≈ en:shoot ~ fr:shoot ≈ en:chute
en:shooting	fr:chute	5	0.992	en:shooting ~ fr:shootes ≈ en:shoot ~ fr:shoot ≈ en:chute ~ fr:chute
en:terror	fr:terra	2	0.992	en:terror ≈ fr:terre ~ fr:terra
en:terry	fr:faits rient	2	0.992	en:terry ≈ fr:tait rient ~ fr:faits rient
en:terry	en:ferry	3	0.992	en:terry ≈ fr:tait rient ~ fr:faits rient ≈ en:ferry
en:terry	fr:ferry	4	0.992	en:terry ≈ fr:tait rient ~ fr:faits rient ≈ en:ferry ~ fr:ferry
fr:tait rient	en:ferry	2	0.992	≈ fr:tait rient fr:faits rient ≈ en:ferry
fr:tait rient	fr:ferry	3	0.992	≈ fr:tait rient fr:faits rient ≈ en:ferry ~ fr:ferry
en:baulks	fr:boxe	2	0.991	en:baulks ≈ fr:box ~ fr:boxe
fr:bêtes	fr:bet	2	0.991	~ fr:bêtes ≈ en:bet fr:bet
en:em	fr:aimé	2	0.991	en:em ≈ fr:aime ~ fr:aimé
en:fall	fr:bêtes	2	0.991	en:fall ≈ fr:folle ~ fr:bêtes
en:fall	en:bet	3	0.991	en:fall ≈ fr:folle ~ fr:bêtes ≈ en:bet
en:fall	fr:bet	4	0.991	en:fall ≈ fr:folle ~ fr:bêtes ≈ en:bet ~ fr:bet
fr:folle	en:bet	2	0.991	≈ fr:folle fr:bêtes ≈ en:bet
fr:folle	fr:bet	3	0.991	≈ fr:folle fr:bêtes ≈ en:bet ~ fr:bet
en:feel	fr:fichier	2	0.991	en:feel ≈ fr:file ~ fr:fichier
en:keck	fr:gâteau	2	0.991	en:keck ≈ fr:cake ~ fr:gâteau
en:norm	fr:nommé	2	0.991	en:norm ≈ fr:nomment ~ fr:nommé
en:pair	fr:padre	2	0.991	en:pair ≈ fr:pères ~ fr:padre
en:vest	fr:sait	2	0.991	en:vest ≈ fr:veste ~ fr:sait
en:teak	en:tech	2	0.990	≈ en:teak = fr:teck en:tech
en:teak	fr:tech	3	0.990	≈ en:teak = fr:teck en:tech ~ fr:tech
fr:teck	fr:tech	2	0.990	= fr:teck ≈ en:tech ~ fr:tech
en:bean	fr:gueux	2	0.990	en:bean ≈ fr:bines ~ fr:gueux
en:caught	fr:cote	2	0.990	en:caught ≈ fr:cotes ~ fr:cote
en:caught	en:court	3	0.990	en:caught ≈ fr:cotes ~ fr:cote ≈ en:court
en:caught	fr:court	4	0.990	en:caught ≈ fr:cotes ~ fr:cote ≈ en:court ~ fr:court
fr:cotes	en:court	2	0.990	≈ fr:cotes fr:cote ≈ en:court
fr:cotes	fr:court	3	0.990	≈ fr:cotes fr:cote ≈ en:court ~ fr:court
fr:cote	fr:court	2	0.990	~ fr:cote ≈ en:court fr:court
en:coupe	fr:coupe	2	0.990	en:coupe ≈ fr:coupes ~ fr:coupe
en:coupe	en:coup	3	0.990	en:coupe ≈ fr:coupes ~ fr:coupe ≈ en:coup
en:coupe	fr:coup	4	0.990	en:coupe ≈ fr:coupes ~ fr:coupe ≈ en:coup ~ fr:coup
fr:coupes	en:coup	2	0.990	≈ fr:coupes fr:coupe ≈ en:coup
fr:coupes	fr:coup	3	0.990	≈ fr:coupes fr:coupe ≈ en:coup ~ fr:coup
fr:coupe	fr:coup	2	0.990	~ fr:coupe ≈ en:coup fr:coup
en:coupe	en:cooper	3	0.990	en:coupe ≈ fr:coupes ~ fr:coupe ≈ en:cooper
en:coupe	fr:cooper	4	0.990	en:coupe ≈ fr:coupes ~ fr:coupe ≈ en:cooper ~ fr:cooper
fr:gin	en:gene	4	0.990	≈ fr:gin fr:gins ≈ en:jean ~ fr:jean ≈ en:gene
fr:gin	fr:gene	5	0.990	≈ fr:gin fr:gins ≈ en:jean ~ fr:jean ≈ en:gene ~ fr:gene
en:cooper	fr:coupe	2	0.990	en:cooper ≈ fr:coupes ~ fr:coupe
en:cooper	en:coup	3	0.990	en:cooper ≈ fr:coupes ~ fr:coupe ≈ en:coup
en:cooper	fr:coup	4	0.990	en:cooper ≈ fr:coupes ~ fr:coupe ≈ en:coup ~ fr:coup
en:seize	en:sees	3	0.990	~ en:seize ≈ fr:sise fr:sises ≈ en:sees
en:seize	fr:vues	4	0.990	~ en:seize ≈ fr:sise fr:sises ≈ en:sees ~ fr:vues
fr:sise	en:sees	2	0.990	≈ fr:sise ~ fr:sises ≈ en:sees
fr:sise	fr:vues	3	0.990	≈ fr:sise ~ fr:sises ≈ en:sees fr:vues
fr:sises	fr:vues	2	0.990	~ fr:sises ≈ en:sees ~ fr:vues
en:dawn	fr:féminine	2	0.990	en:dawn ≈ fr:donne ~ fr:féminine
en:feel	fr:fichiers	2	0.990	en:feel ≈ fr:files ~ fr:fichiers
en:fresh	fr:fraîche	2	0.990	en:fresh ≈ fr:fraîches ~ fr:fraîche
en:fresh	fr:fraîches	2	0.990	en:fresh ≈ fr:fraîche ~ fr:fraîches
en:jinn	en:jean	3	0.990	en:jinn ≈ fr:gin ~ fr:gins ≈ en:jean
en:jinn	fr:jean	4	0.990	en:jinn ≈ fr:gin ~ fr:gins ≈ en:jean ~ fr:jean
en:jinn	en:gene	5	0.990	en:jinn ≈ fr:gin ~ fr:gins ≈ en:jean ~ fr:jean ≈ en:gene
en:jinn	fr:gene	6	0.990	en:jinn ≈ fr:gin ~ fr:gins ≈ en:jean ~ fr:jean ≈ en:gene ~ fr:gene
en:jinn	fr:gins	2	0.990	en:jinn ≈ fr:gin ~ fr:gins
en:norm	fr:règles	2	0.990	en:norm ≈ fr:norme ~ fr:règles
en:says	en:sees	5	0.990	en:says ≈ fr:seize ~ en:seize ≈ fr:sise ~ fr:sises ≈ en:sees
en:says	fr:vues	6	0.990	en:says ≈ fr:seize ~ en:seize ≈ fr:sise ~ fr:sises ≈ en:sees ~ fr:vues
fr:seize	en:sees	4	0.990	≈ fr:seize en:seize ≈ fr:sise ~ fr:sises ≈ en:sees
fr:seize	fr:vues	5	0.990	≈ fr:seize en:seize ≈ fr:sise ~ fr:sises ≈ en:sees ~ fr:vues
en:scilla	en:seller	2	0.990	en:scilla ≈ fr:seller ~ en:seller
en:scilla	fr:sels	3	0.990	en:scilla ≈ fr:seller ~ en:seller ≈ fr:sels
en:tics	en:teak	2	0.990	en:tics ~ fr:tics ≈ en:teak
en:tics	fr:teck	3	0.990	en:tics ~ fr:tics ≈ en:teak = fr:teck
en:tics	en:tech	4	0.990	en:tics ~ fr:tics ≈ en:teak = fr:teck ≈ en:tech
fr:tics	fr:teck	2	0.990	~ fr:tics en:teak = fr:teck
fr:tics	en:tech	3	0.990	~ fr:tics en:teak = fr:teck ≈ en:tech
en:tics	fr:tech	5	0.990	en:tics ~ fr:tics ≈ en:teak = fr:teck ≈ en:tech ~ fr:tech
fr:tics	fr:tech	4	0.990	~ fr:tics en:teak = fr:teck ≈ en:tech ~ fr:tech
en:beet	fr:bites	2	0.989	en:beet ≈ fr:bite ~ fr:bites
en:beet	en:beat	3	0.989	en:beet ≈ fr:bite ~ fr:bites ≈ en:beat
en:beet	fr:beat	4	0.989	en:beet ≈ fr:bite ~ fr:bites ≈ en:beat ~ fr:beat
fr:bite	en:beat	2	0.989	≈ fr:bite fr:bites ≈ en:beat
fr:bite	fr:beat	3	0.989	≈ fr:bite fr:bites ≈ en:beat ~ fr:beat
fr:bites	fr:beat	2	0.989	~ fr:bites ≈ en:beat fr:beat
en:route	en:root	3	0.989	en:route ≈ fr:routes ~ fr:route ≈ en:root
en:route	fr:root	4	0.989	en:route ≈ fr:routes ~ fr:route ≈ en:root ~ fr:root
fr:route	fr:root	2	0.989	~ fr:route ≈ en:root fr:root
en:booed	fr:bouché	2	0.989	en:booed ≈ fr:boudent ~ fr:bouché
en:kami	fr:oui	2	0.989	en:kami ~ en:we ≈ fr:oui
en:kami	fr:sim	3	0.989	en:kami ~ en:we ≈ fr:oui ~ fr:sim
en:fraught	fr:fronde	2	0.989	en:fraught ≈ fr:frotte ~ fr:fronde
en:jefe	en:boss	2	0.989	en:jefe ~ fr:bosse ≈ en:boss
en:jefe	fr:boss	3	0.989	en:jefe ~ fr:bosse ≈ en:boss ~ fr:boss
fr:bosse	fr:boss	2	0.989	~ fr:bosse en:boss ~ fr:boss
en:keck	fr:gâteaux	2	0.989	en:keck ≈ fr:cakes ~ fr:gâteaux
en:moody	fr:pie dits	2	0.989	en:moody ≈ fr:mous dits ~ fr:pie dits
en:moody	en:pd	3	0.989	en:moody ≈ fr:mous dits ~ fr:pie dits ≈ en:pd
en:moody	fr:pd	4	0.989	en:moody ≈ fr:mous dits ~ fr:pie dits ≈ en:pd ~ fr:pd
fr:mous dits	en:pd	2	0.989	≈ fr:mous dits fr:pie dits ≈ en:pd
fr:mous dits	fr:pd	3	0.989	≈ fr:mous dits fr:pie dits ≈ en:pd ~ fr:pd
fr:pie dits	fr:pd	2	0.989	~ fr:pie dits ≈ en:pd fr:pd
en:route	fr:route	2	0.989	en:route ≈ fr:routes ~ fr:route
en:stalk	fr:stock	2	0.989	en:stalk ≈ fr:stocke ~ fr:stock
en:vest	fr:sais	2	0.989	en:vest ≈ fr:veste ~ fr:sais
fr:routes	fr:root	4	0.988	~ fr:routes en:route ~ fr:route ≈ en:root ~ fr:root
en:baulks	fr:boîte	2	0.988	en:baulks ≈ fr:box ~ fr:boîte
fr:routes	fr:route	2	0.988	~ fr:routes en:route ~ fr:route
fr:routes	en:root	3	0.988	~ fr:routes en:route ~ fr:route ≈ en:root
en:booed	fr:boumes	2	0.988	en:booed ≈ fr:boudes ~ fr:boumes
en:booed	en:boom	3	0.988	en:booed ≈ fr:boudes ~ fr:boumes ≈ en:boom
en:booed	fr:boom	4	0.988	en:booed ≈ fr:boudes ~ fr:boumes ≈ en:boom ~ fr:boom
fr:boudes	en:boom	2	0.988	≈ fr:boudes fr:boumes ≈ en:boom
fr:boudes	fr:boom	3	0.988	≈ fr:boudes fr:boumes ≈ en:boom ~ fr:boom
fr:boumes	fr:boom	2	0.988	~ fr:boumes ≈ en:boom fr:boom
en:carport	fr:capot	2	0.988	en:carport ≈ fr:capote ~ fr:capot
en:cerise	fr:prieur	2	0.988	en:cerise ≈ fr:cerise ~ fr:prieur
en:chic	fr:mali	2	0.988	en:chic ≈ fr:chique ~ fr:mali
en:chic	en:marly	3	0.988	en:chic ≈ fr:chique ~ fr:mali ≈ en:marly
en:chic	fr:marly	4	0.988	en:chic ≈ fr:chique ~ fr:mali ≈ en:marly ~ fr:marly
fr:chique	en:marly	2	0.988	≈ fr:chique fr:mali ≈ en:marly
fr:chique	fr:marly	3	0.988	≈ fr:chique fr:mali ≈ en:marly ~ fr:marly
fr:mali	fr:marly	2	0.988	~ fr:mali ≈ en:marly fr:marly
