word	variant	zipf
passent aide	passent aider	5.09
passent aide	passent aidant	3.67
passent aide	passent aidait	3.21
passent aide	passent aida	3.17
passent aide	passent aidé	4.33
passent aide	passent aides	4.39
passent aide	passent aidez	3.94
passent aide	passent aident	3.83
bat rhume	bate rhume	2.48
bat rhume	bat rhumes	2.58
bat rhume	bates rhume	3.22
bat rhume	bats rhume	3.75
bat rhume	batons rhume	2.38
bat rhume	batée rhume	1.16
bat rhume	bata rhume	2.35
bat elle	bates elle	3.22
bat elle	bat ella	3.34
bat elle	bat ellé	2.04
bat elle	batée elle	1.16
bat elle	bat eller	2.43
bat elle	bata elle	2.35
bat elle	bats elle	3.75
bat elle	bate elle	2.48
bat elle	bat elles	5.66
bat elle	batons elle	2.38
but chaise	butant chaise	2.13
but chaise	butent chaise	2.55
but chaise	but chaises	3.82
but chaise	buts chaise	4.75
but chaise	butée chaise	2.70
but chaise	butés chaise	2.18
but chaise	bute chaise	3.56
but chaise	buté chaise	3.18
but chaise	buter chaise	3.49
paient rhume	paient rhumes	2.58
but route	buter route	3.49
but route	but router	2.14
but route	but routé	1.50
but route	butant route	2.13
but route	butée route	2.70
but route	buté route	3.18
but route	butés route	2.18
but route	but routes	4.51
but route	bute route	3.56
but route	butent route	2.55
but route	buts route	4.75
bey lies	bey lie	3.91
bey lies	beys lies	2.23
bey lies	beyer lies	2.12
ben des	ben desai	2.02
ben des	bene des	3.11
ben des	ben dess	2.91
ben des	ben de	7.68
ben des	bena des	2.04
ben digne	bene digne	3.11
ben digne	ben dignes	3.73
ben digne	bena digne	2.04
bey rient	beyer rient	2.12
bey rient	beys rient	2.23
bis aède	bise aède	3.45
bis aède	bi aède	3.95
bis aède	bisons aède	2.92
bis aède	bis aèdes	1.29
bis aède	bises aède	3.33
paient in	paient ina	3.17
paient in	paient ines	2.85
paient in	paient ins	3.15
paient in	paient inez	2.37
paient in	paient inés	2.22
paient in	paient ine	2.72
plient in	plient inez	2.37
plient in	plient ine	2.72
plient in	plient ins	3.15
plient in	plient ina	3.17
plient in	plient ines	2.85
plient in	plient inés	2.22
bond aise	bondes aise	1.55
bond aise	bonder aise	1.35
bond aise	bondés aise	2.69
bond aise	bondée aise	2.82
bond aise	bonds aise	3.10
bond aise	bond aises	2.78
bond aise	bondées aise	2.46
bond aise	bond aisé	3.62
bond aise	bondé aise	3.16
bond aise	bonde aise	2.50
bas aide	bases aide	4.47
bas aide	ba aide	3.97
bas aide	bas aidait	3.21
bas aide	basés aide	3.74
bas aide	bas aider	5.09
bas aide	basée aide	4.26
bas aide	base aide	5.30
bas aide	bas aident	3.83
bas aide	bas aida	3.17
bas aide	bas aidé	4.33
bas aide	bas aidez	3.94
bas aide	basées aide	3.69
bas aide	basé aide	4.36
bas aide	bas aidant	3.67
bas aide	basant aide	3.60
bas aide	bas aides	4.39
bradent chaise	bradent chaises	3.82
prennent aide	prennent aidait	3.21
prennent aide	prennent aidez	3.94
prennent aide	prennent aident	3.83
prennent aide	prennent aider	5.09
prennent aide	prennent aidant	3.67
prennent aide	prennent aides	4.39
prennent aide	prennent aida	3.17
prennent aide	prennent aidé	4.33
bris in	bris ine	2.72
bris in	brisés in	3.33
bris in	brise in	4.12
bris in	brisent in	3.08
bris in	bris inez	2.37
bris in	briser in	4.11
bris in	brisé in	4.10
bris in	brisant in	3.05
bris in	bris ins	3.15
bris in	bris inés	2.22
bris in	brisées in	3.23
bris in	bris ina	3.17
bris in	brisée in	3.62
bris in	bris ines	2.85
brides aise	brides aises	2.78
brides aise	bride aise	3.41
brides aise	brides aisé	3.62
prient lis	prient lise	3.73
prient lis	prient lisa	4.00
prient lis	prient lisent	3.65
prient lis	prient lisez	4.01
prient lis	prient lisant	3.91
prient lis	prient li	4.22
prient lis	prient lisait	3.36
prient lis	prient lisée	3.43
prompt lis	prompt lisez	4.01
prompt lis	prompt lisée	3.43
prompt lis	prompt lisant	3.91
prompt lis	prompts lis	2.92
prompt lis	promptes lis	2.13
prompt lis	prompt lisa	4.00
prompt lis	prompt lisent	3.65
prompt lis	prompte lis	2.79
prompt lis	prompt li	4.22
prompt lis	prompt lise	3.73
prompt lis	prompt lisait	3.36
bras aise	bras aises	2.78
bras aise	bras aisé	3.62
bras aise	bra aise	2.74
bras aise	brass aise	2.82
belles aise	belles aisé	3.62
belles aise	belle aise	5.31
belles aise	belles aises	2.78
baissent aide	baissent aides	4.39
baissent aide	baissent aidez	3.94
baissent aide	baissent aider	5.09
baissent aide	baissent aidant	3.67
baissent aide	baissent aident	3.83
baissent aide	baissent aidait	3.21
baissent aide	baissent aida	3.17
baissent aide	baissent aidé	4.33
bas tee	bases tee	4.47
bas tee	bas tea	3.48
bas tee	basés tee	3.74
bas tee	bas tees	2.07
bas tee	basée tee	4.26
bas tee	basé tee	4.36
bas tee	basant tee	3.60
bas tee	ba tee	3.97
bas tee	base tee	5.30
bas tee	basées tee	3.69
bout chez	boute chez	2.69
bout chez	bouté chez	2.23
bout chez	boutée chez	1.49
bout chez	boutons chez	3.99
bout chez	boutés chez	1.74
bout chez	bouts chez	3.83
bout chez	bouter chez	2.50
bout chez	boutant chez	2.10
bat les	bat le	7.35
bat les	bat less	3.02
bat les	batons les	2.38
bat les	bate les	2.48
bat les	bats les	3.75
bat les	batée les	1.16
bat les	bata les	2.35
bat les	bates les	3.22
cas botte	casa botte	3.68
cas botte	cass botte	3.40
cas botte	cas bottes	4.01
cas botte	cas botté	3.02
cas botte	casas botte	2.78
cas botte	cas botter	2.95
cas botte	caser botte	3.25
cas botte	casé botte	2.53
cas botte	cas botta	2.24
cas botte	ca botte	5.60
cas botte	cas bottez	1.11
cas botte	cas bottent	1.75
cas botte	cas bottait	1.42
cas botte	cases botte	3.73
cas botte	case botte	4.17
gand un	gand una	3.46
gand un	gand unes	4.19
gand un	gand uns	4.57
gand un	gand unai	2.31
gand un	gand une	7.00
cassent in	cassent inez	2.37
cassent in	cassent inés	2.22
cassent in	cassent ins	3.15
cassent in	cassent ina	3.17
cassent in	cassent ines	2.85
cassent in	cassent ine	2.72
cons aise	consent aise	3.15
cons aise	cons aisé	3.62
cons aise	cons aises	2.78
cons aise	con aise	4.90
sis scie	sis scier	2.74
sis scie	sis sciant	1.65
sis scie	sis sciait	1.39
sis scie	sis scies	2.77
sis scie	sis scient	1.98
sis scie	si scie	6.46
sis scie	sise scie	3.08
sis scie	sis sciez	1.94
sis scie	sis scié	2.67
sis scie	sises scie	2.08
scient aise	scient aises	2.78
scient aise	scient aisé	3.62
scient aide	scient aidait	3.21
scient aide	scient aident	3.83
scient aide	scient aidant	3.67
scient aide	scient aider	5.09
scient aide	scient aida	3.17
scient aide	scient aidez	3.94
scient aide	scient aides	4.39
scient aide	scient aidé	4.33
célèbrent hisse	célèbrent hissent	2.38
célèbrent hisse	célèbrent hissant	2.38
célèbrent hisse	célèbrent hissez	1.88
célèbrent hisse	célèbrent hisser	3.24
célèbrent hisse	célèbrent hissé	2.91
célèbrent hisse	célèbrent hissait	1.86
célèbrent hisse	célèbrent hissa	2.04
sain seize	saines seize	3.45
sain seize	saine seize	3.98
sain seize	sains seize	3.64
saines aide	saines aides	4.39
saines aide	saines aidait	3.21
saines aide	saines aidez	3.94
saines aide	saines aidé	4.33
saines aide	saines aident	3.83
saines aide	saines aidant	3.67
saines aide	saine aide	3.98
saines aide	saines aida	3.17
saines aide	saines aider	5.09
sain chez	sains chez	3.64
sain chez	saines chez	3.45
sain chez	saine chez	3.98
sain cesse	sain cessa	3.10
sain cesse	sains cesse	3.64
sain cesse	saines cesse	3.45
sain cesse	sain cesser	4.14
sain cesse	sain cessez	3.82
sain cesse	sain cesses	2.40
sain cesse	sain cessait	2.97
sain cesse	saine cesse	3.98
sain cesse	sain cessant	2.74
sain cesse	sain cessent	3.71
sain cesse	sain cessé	4.18
sain taux	saine taux	3.98
sain taux	saines taux	3.45
sain taux	sains taux	3.64
sain tes	sain te	5.96
sain tes	sain tess	3.36
sain tes	saine tes	3.98
sain tes	saines tes	3.45
sain tes	sains tes	3.64
saignent aide	saignent aidé	4.33
saignent aide	saignent aides	4.39
saignent aide	saignent aidait	3.21
saignent aide	saignent aida	3.17
saignent aide	saignent aidant	3.67
saignent aide	saignent aider	5.09
saignent aide	saignent aidez	3.94
saignent aide	saignent aident	3.83
sain thèse	sain thèses	3.72
sain thèse	saine thèse	3.98
sain thèse	saines thèse	3.45
sain thèse	sains thèse	3.64
sain troll	sains troll	3.64
sain troll	sain trolls	3.46
sain troll	saine troll	3.98
sain troll	sain trolle	2.43
sain troll	saines troll	3.45
sain troll	sain troller	2.92
saignent cerise	saignent cerises	3.36
saignent chérie	saignent chéries	2.74
sait haine	sait haines	3.20
commis tri	commises tri	3.68
commis tri	commis trie	3.09
commis tri	commis trié	2.68
commis tri	commis triées	2.42
commis tri	commise tri	3.47
commis tri	commis trias	2.82
commis tri	commis triés	2.93
commis tri	commis trier	3.50
commis tri	commis tris	2.90
commis tri	commis trient	2.41
collais troll	collai troll	0.00
collais troll	collais trolle	2.43
collais troll	collais troller	2.92
collais troll	collais trolls	3.46
sain des	saine des	3.98
sain des	sain desai	2.02
sain des	sain dess	2.91
sain des	sain de	7.68
sain des	saines des	3.45
sain des	sains des	3.64
clans aise	clan aise	4.23
clans aise	clans aises	2.78
clans aise	clans aisé	3.62
clés hic	clé hic	4.62
clans rhume	clan rhume	4.23
clans rhume	clans rhumes	2.58
clin hic	clins hic	3.04
clin hic	cline hic	2.24
clés tes	clés te	5.96
clés tes	clé tes	4.62
clés tes	clés tess	3.36
classent aise	classent aisé	3.62
classent aise	classent aises	2.78
sis aiment	sise aiment	3.08
sis aiment	sises aiment	2.08
sis aiment	si aiment	6.46
colin aise	colin aises	2.78
colin aise	coline aise	2.85
colin aise	colin aisé	3.62
commit aide	commit aident	3.83
commit aide	commit aidé	4.33
commit aide	commit aides	4.39
commit aide	commit aider	5.09
commit aide	commit aida	3.17
commit aide	commit aidant	3.67
commit aide	commit aidait	3.21
commit aide	commit aidez	3.94
commit hisse	commit hissant	2.38
commit hisse	commit hissez	1.88
commit hisse	commit hissa	2.04
commit hisse	commit hissé	2.91
commit hisse	commit hissait	1.86
commit hisse	commit hissent	2.38
commit hisse	commit hisser	3.24
commit in	commit ine	2.72
commit in	commit ina	3.17
commit in	commit inez	2.37
commit in	commit inés	2.22
commit in	commit ins	3.15
commit in	commit ines	2.85
communient hisse	communient hissant	2.38
communient hisse	communient hissent	2.38
communient hisse	communient hissez	1.88
communient hisse	communient hissa	2.04
communient hisse	communient hisser	3.24
communient hisse	communient hissé	2.91
communient hisse	communient hissait	1.86
con tilde	cons tilde	4.38
con tilde	cone tilde	2.58
con tilde	con tilda	2.52
con cid	con cide	2.12
con cid	cone cid	2.58
con cid	cons cid	4.38
con site	con sites	4.78
con site	cone site	2.58
con site	cons site	4.38
con site	con sita	2.61
cannes opte	cannes opté	3.53
cannes opte	cannes optait	1.77
cannes opte	cannes opter	3.48
cannes opte	cannes optant	2.78
cannes opte	cannes opta	2.49
cannes opte	cannes optes	1.51
cannes opte	canne opte	3.80
cannes opte	cannes optent	2.84
cannes opte	cannes optez	2.84
con claude	cons claude	4.38
con claude	cone claude	2.58
con clous haine	cone clous haine	2.58
con clous haine	cons clous haine	4.38
con clous haine	con clous haines	3.20
con clous haine	con clou haine	3.65
con thème	con thèmes	4.27
con thème	cone thème	2.58
con thème	cons thème	4.38
con dictée	con dictées	2.96
con dictée	cons dictée	4.38
con dictée	cone dictée	2.58
con fesses	con fesse	3.27
con fesses	cons fesses	4.38
con fesses	cone fesses	2.58
con veste	con vesta	2.48
con veste	cone veste	2.58
con veste	cons veste	4.38
con veste	con vestes	3.36
cannes traquent ive	cannes traquent iva	2.48
cannes traquent ive	canne traquent ive	3.80
cannes traquent ive	cannes traquent iver	2.29
cannes traquent ive	cannes traquent ives	2.67
con taie	con taient	2.25
con taie	cone taie	2.58
con taie	cons taie	4.38
con taie	con taies	2.50
cognent esthète	cognent esthètes	2.26
con tracter	cone tracter	2.58
con tracter	con tracté	2.35
con tracter	cons tracter	4.38
con tracter	con tractés	2.03
con tracter	con tracte	2.00
con tracter	con tractée	2.36
con vedette	cons vedette	4.38
con vedette	con vedettes	3.48
con vedette	cone vedette	2.58
cassent lis	cassent lisent	3.65
cassent lis	cassent lisée	3.43
cassent lis	cassent lisant	3.91
cassent lis	cassent lisait	3.36
cassent lis	cassent lisez	4.01
cassent lis	cassent li	4.22
cassent lis	cassent lise	3.73
cassent lis	cassent lisa	4.00
constance	constances	1.45
constante	constantes	3.44
constate	constata	2.53
constate	constater	4.34
constate	constatez	2.67
constate	constaté	4.15
constate	constates	2.04
constate	constatent	3.27
constate	constatant	3.35
constate	constatait	2.74
constater	constate	4.31
constater	constatée	3.47
constater	constatons	3.13
constater	constaté	4.15
constater	constatées	3.25
constater	constatent	3.27
constater	constatant	3.35
constater	constatés	3.28
constaté	constatée	3.47
constaté	constatées	3.25
constaté	constatés	3.28
créait éviter	créait évitent	3.32
créait éviter	créait évitera	3.46
créait éviter	créait évité	3.77
créait éviter	créait évites	3.01
créait éviter	créait évitez	3.60
créait éviter	créait évitant	3.70
créait éviter	créait évite	4.16
créait éviter	créait évitée	3.01
crient chaise	crient chaises	3.82
créent êtes	créent ête	2.38
crédit aide	crédit aida	3.17
crédit aide	crédit aident	3.83
crédit aide	créditer aide	2.60
crédit aide	créditée aide	2.65
crédit aide	crédité aide	3.22
crédit aide	créditées aide	2.00
crédit aide	crédit aidant	3.67
crédit aide	crédit aider	5.09
crédit aide	crédit aidait	3.21
crédit aide	crédite aide	2.41
crédit aide	crédit aides	4.39
crédit aide	crédités aide	2.58
crédit aide	crédit aidé	4.33
crédit aide	créditent aide	1.84
crédit aide	crédit aidez	3.94
crédit aide	crédits aide	4.25
crédit aise	crédité aise	3.22
crédit aise	créditer aise	2.60
crédit aise	créditent aise	1.84
crédit aise	créditées aise	2.00
crédit aise	crédit aises	2.78
crédit aise	crédite aise	2.41
crédit aise	crédités aise	2.58
crédit aise	crédits aise	4.25
crédit aise	crédit aisé	3.62
crédit aise	créditée aise	2.65
crocs in	crocs ina	3.17
crocs in	crocs ins	3.15
crocs in	croc in	3.00
crocs in	crocs inez	2.37
crocs in	crocs inés	2.22
crocs in	crocs ines	2.85
crocs in	crocs ine	2.72
crissent elle	crissent ella	3.34
crissent elle	crissent elles	5.66
crissent elle	crissent ellé	2.04
crissent elle	crissent eller	2.43
sis ès	si ès	6.46
sis ès	sises ès	2.08
sis ès	sise ès	3.08
sis ès	sis è	3.39
cassent homme	cassent hommes	5.46
cassent aimé	cassent aimés	3.47
cassent aimé	cassent aimées	2.81
cassent aimé	cassent aimée	3.89
tan ses	tana ses	2.58
tan ses	tans ses	2.55
tan ses	tan sese	2.10
tan ses	tan se	6.56
tan seize	tana seize	2.58
tan seize	tans seize	2.55
tan six	tana six	2.58
tan six	tans six	2.55
tan signe	tan signes	4.54
tan signe	tans signe	2.55
tan signe	tan signé	4.63
tan signe	tan signant	3.40
tan signe	tana signe	2.58
tan signe	tan signait	2.98
tan signe	tan signer	4.37
tan signe	tan signent	3.40
tan signe	tan signa	3.03
tan signe	tan signez	3.45
dont aise	dont aisé	3.62
dont aise	dont aises	2.78
dits dis	dits dises	3.32
dits dis	dits dise	4.34
dits dis	dits di	4.56
dits dis	dit dis	6.00
dits dis	dits disent	4.91
dits dis	dits disant	4.72
dits dis	dits disons	4.41
dits dis	dits disaient	3.99
dits dis	dits disait	4.79
dès lis	dès lisée	3.43
dès lis	dès lise	3.73
dès lis	dès li	4.22
dès lis	dès lisez	4.01
dès lis	dè lis	2.26
dès lis	dès lisa	4.00
dès lis	dès lisant	3.91
dès lis	dès lisait	3.36
dès lis	dès lisent	3.65
dépression	dépressions	3.12
destiné	destinées	4.09
destiné	destinés	4.18
destiné	destinée	4.34
destinée	destinées	4.09
destinées	destinée	4.34
destinés	destiné	4.41
dis hisse	dis hissant	2.38
dis hisse	dis hisser	3.24
dis hisse	dise hisse	4.34
dis hisse	dises hisse	3.32
dis hisse	disait hisse	4.79
dis hisse	disaient hisse	3.99
dis hisse	dis hissent	2.38
dis hisse	dis hissait	1.86
dis hisse	dis hissa	2.04
dis hisse	disent hisse	4.91
dis hisse	di hisse	4.56
dis hisse	disant hisse	4.72
dis hisse	dis hissez	1.88
dis hisse	dis hissé	2.91
dis hisse	disons hisse	4.41
dis ive	disent ive	4.91
dis ive	di ive	4.56
dis ive	disant ive	4.72
dis ive	dis iva	2.48
dis ive	disons ive	4.41
dis ive	disaient ive	3.99
dis ive	dises ive	3.32
dis ive	disait ive	4.79
dis ive	dise ive	4.34
dis ive	dis ives	2.67
dis ive	dis iver	2.29
décret ive	décret ives	2.67
décret ive	décret iver	2.29
décret ive	décret iva	2.48
décret ive	décrets ive	3.60
décris in	décris ines	2.85
décris in	décris inés	2.22
décris in	décris ine	2.72
décris in	décris inez	2.37
décris in	décris ina	3.17
décris in	décris ins	3.15
dits pli	dits pliée	3.02
dits pli	dits plié	3.51
dits pli	dits pliant	2.87
dits pli	dits plier	3.82
dits pli	dits plis	3.47
dits pli	dits plie	3.42
dits pli	dit pli	6.00
dits pli	dits plient	2.79
dits pli	dits pliés	2.73
dit halte	dites halte	4.77
dit halte	dita halte	2.30
dit halte	dit halter	2.05
dit halte	dite halte	4.44
dit halte	dits halte	4.09
dit halte	dit haltes	2.67
dit hit	dita hit	2.30
dit hit	dite hit	4.44
dit hit	dit hits	3.33
dit hit	dites hit	4.77
dit hit	dits hit	4.09
défient aide	défient aider	5.09
défient aide	défient aida	3.17
défient aide	défient aidez	3.94
défient aide	défient aides	4.39
défient aide	défient aidant	3.67
défient aide	défient aident	3.83
défient aide	défient aidé	4.33
défient aide	défient aidait	3.21
divin dites	divin dite	4.44
divin dites	divine dites	4.04
divin dites	divina dites	2.56
divin dites	divins dites	3.01
divin dites	divines dites	3.25
divin des	divin dess	2.91
divin des	divina des	2.56
divin des	divins des	3.01
divin des	divine des	4.04
divin des	divin desai	2.02
divin des	divines des	3.25
divin des	divin de	7.68
divin digne	divina digne	2.56
divin digne	divins digne	3.01
divin digne	divine digne	4.04
divin digne	divin dignes	3.73
divin digne	divines digne	3.25
délit aide	délit aida	3.17
délit aide	délit aider	5.09
délit aide	délite aide	2.34
délit aide	délit aidez	3.94
délit aide	délits aide	3.78
délit aide	délit aidait	3.21
délit aide	délitent aide	1.58
délit aide	délitée aide	1.30
délit aide	délitées aide	0.00
délit aide	délit aidé	4.33
délit aide	délit aides	4.39
délit aide	délit aident	3.83
délit aide	délit aidant	3.67
délit aide	délité aide	1.56
demain chez	demains chez	1.58
tain aède	tain aèdes	1.29
tain aède	taine aède	2.36
tain cité	tain cités	4.24
tain cité	taine cité	2.36
tain cité	tain citées	3.58
tain cité	tain citée	3.80
donnent est	donnent ester	2.91
donnent est	donnent este	3.13
donnent est	donnent estes	2.50
donnent est	donnent estée	2.19
donnent est	donnent estas	2.09
donnent est	donnent esta	2.84
donnent est	donnent esté	2.51
dépeignent in	dépeignent inés	2.22
dépeignent in	dépeignent ina	3.17
dépeignent in	dépeignent ins	3.15
dépeignent in	dépeignent inez	2.37
dépeignent in	dépeignent ines	2.85
dépeignent in	dépeignent ine	2.72
dizaines aide	dizaines aidez	3.94
dizaines aide	dizaines aidé	4.33
dizaines aide	dizaines aides	4.39
dizaines aide	dizaine aide	4.36
dizaines aide	dizaines aident	3.83
dizaines aide	dizaines aider	5.09
dizaines aide	dizaines aidant	3.67
dizaines aide	dizaines aida	3.17
dizaines aide	dizaines aidait	3.21
dès paierait lis	dès paierait lisant	3.91
dès paierait lis	dè paierait lis	2.26
dès paierait lis	dès paierait lisée	3.43
dès paierait lis	dès paierait lisent	3.65
dès paierait lis	dès paierait lisa	4.00
dès paierait lis	dès paierait li	4.22
dès paierait lis	dès paierait lisait	3.36
dès paierait lis	dès paierait lisez	4.01
dès paierait lis	dès paierait lise	3.73
dis traquent ive	disent traquent ive	4.91
dis traquent ive	dis traquent ives	2.67
dis traquent ive	dis traquent iva	2.48
dis traquent ive	dises traquent ive	3.32
dis traquent ive	dis traquent iver	2.29
dis traquent ive	disait traquent ive	4.79
dis traquent ive	dise traquent ive	4.34
dis traquent ive	disant traquent ive	4.72
dis traquent ive	disons traquent ive	4.41
dis traquent ive	disaient traquent ive	3.99
dis traquent ive	di traquent ive	4.56
dit excède	dite excède	4.44
dit excède	dits excède	4.09
dit excède	dit excèdent	2.59
dit excède	dites excède	4.77
dit excède	dita excède	2.30
dit est	dite est	4.44
dit est	dites est	4.77
dit est	dit estas	2.09
dit est	dit ester	2.91
dit est	dit estée	2.19
dit est	dit estes	2.50
dit est	dit este	3.13
dit est	dit esta	2.84
dit est	dita est	2.30
dit est	dits est	4.09
dit est	dit esté	2.51
dis elle	disait elle	4.79
dis elle	dis elles	5.66
dis elle	di elle	4.56
dis elle	disent elle	4.91
dis elle	disant elle	4.72
dis elle	dis ellé	2.04
dis elle	disons elle	4.41
dis elle	dise elle	4.34
dis elle	disaient elle	3.99
dis elle	dis ella	3.34
dis elle	dis eller	2.43
dis elle	dises elle	3.32
dit aise	dits aise	4.09
dit aise	dita aise	2.30
dit aise	dites aise	4.77
dit aise	dit aises	2.78
dit aise	dit aisé	3.62
dit aise	dite aise	4.44
dit jette	dit jettez	2.00
dit jette	dits jette	4.09
dit jette	dites jette	4.77
dit jette	dit jettent	3.60
dit jette	dite jette	4.44
dit jette	dit jetter	2.76
dit jette	dit jetta	2.40
dit jette	dit jetté	2.39
dit jette	dita jette	2.30
dit jette	dit jettes	2.98
dis aigri	dis aigrie	2.55
dis aigri	disait aigri	4.79
dis aigri	disent aigri	4.91
dis aigri	disant aigri	4.72
dis aigri	di aigri	4.56
dis aigri	disaient aigri	3.99
dis aigri	dis aigries	1.82
dis aigri	dises aigri	3.32
dis aigri	dise aigri	4.34
dis aigri	disons aigri	4.41
dis aigri	dis aigris	2.69
dis acheter	disent acheter	4.91
dis acheter	dis achete	3.23
dis acheter	disait acheter	4.79
dis acheter	dis achetez	3.84
dis acheter	dis achetait	3.09
dis acheter	dis achetées	3.37
dis acheter	di acheter	4.56
dis acheter	dise acheter	4.34
dis acheter	disant acheter	4.72
dis acheter	dis achetés	3.69
dis acheter	dis achetée	3.70
dis acheter	disons acheter	4.41
dis acheter	dises acheter	3.32
dis acheter	dis acheté	4.64
dis acheter	dis achetant	3.45
dis acheter	disaient acheter	3.99
dis caverne	disant caverne	4.72
dis caverne	dises caverne	3.32
dis caverne	dis cavernes	3.27
dis caverne	di caverne	4.56
dis caverne	disons caverne	4.41
dis caverne	disaient caverne	3.99
dis caverne	disait caverne	4.79
dis caverne	disent caverne	4.91
dis caverne	dise caverne	4.34
dis caste	disait caste	4.79
dis caste	disent caste	4.91
dis caste	dises caste	3.32
dis caste	dis caster	2.51
dis caste	disant caste	4.72
dis caste	di caste	4.56
dis caste	dise caste	4.34
dis caste	disons caste	4.41
dis caste	dis casta	2.54
dis caste	dis castes	3.00
dis caste	dis castex	2.62
dis caste	disaient caste	3.99
discos in	discos ina	3.17
discos in	discos inés	2.22
discos in	discos ins	3.15
discos in	discos ines	2.85
discos in	discos ine	2.72
discos in	discos inez	2.37
discos in	disco in	3.43
dis isis	disons isis	4.41
dis isis	di isis	4.56
dis isis	disaient isis	3.99
dis isis	disant isis	4.72
dis isis	disait isis	4.79
dis isis	disent isis	4.91
dis isis	dis isi	2.65
dis isis	dises isis	3.32
dis isis	dise isis	4.34
dis casting	disaient casting	3.99
dis casting	disons casting	4.41
dis casting	dises casting	3.32
dis casting	di casting	4.56
dis casting	disant casting	4.72
dis casting	disait casting	4.79
dis casting	disent casting	4.91
dis casting	dise casting	4.34
dis casting	dis castings	2.71
dis must	dises must	3.32
dis must	di must	4.56
dis must	disons must	4.41
dis must	disaient must	3.99
dis must	disant must	4.72
dis must	disait must	4.79
dis must	disent must	4.91
dis must	dise must	4.34
dis ondées	dises ondées	3.32
dis ondées	dis ondée	2.02
dis ondées	disons ondées	4.41
dis ondées	dise ondées	4.34
dis ondées	disant ondées	4.72
dis ondées	di ondées	4.56
dis ondées	disait ondées	4.79
dis ondées	disent ondées	4.91
dis ondées	disaient ondées	3.99
dis prouve	dise prouve	4.34
dis prouve	dis prouva	2.19
dis prouve	dis prouvé	4.12
dis prouve	disaient prouve	3.99
dis prouve	dis prouvant	3.32
dis prouve	dis prouver	4.53
dis prouve	disons prouve	4.41
dis prouve	di prouve	4.56
dis prouve	dis prouvait	2.63
dis prouve	disant prouve	4.72
dis prouve	dis prouvez	2.93
dis prouve	dises prouve	3.32
dis prouve	disait prouve	4.79
dis prouve	dis prouvent	3.70
dis prouve	dis prouves	2.46
dis prouve	disent prouve	4.91
dis tracts	disaient tracts	3.99
dis tracts	dis tract	3.28
dis tracts	disons tracts	4.41
dis tracts	disait tracts	4.79
dis tracts	disent tracts	4.91
dis tracts	dises tracts	3.32
dis tracts	dise tracts	4.34
dis tracts	di tracts	4.56
dis tracts	disant tracts	4.72
dis traquent aide	dis traquent aidant	3.67
dis traquent aide	dis traquent aida	3.17
dis traquent aide	dises traquent aide	3.32
dis traquent aide	di traquent aide	4.56
dis traquent aide	disait traquent aide	4.79
