en	fr	score	tier	gold_en	gold_fr	src_tier
teetering	tira	0.640	STRICT	teeter	tir	GOLD
teeters	tira	0.716	STRICT	teeter	tir	GOLD
teetered	tira	0.716	STRICT	teeter	tir	GOLD
tier	tira	0.546	PASS	tier	tir	GOLD
tiers	tira	0.506	PASS	tier	tir	GOLD
tiered	tira	0.506	PASS	tier	tir	GOLD
tiering	tira	0.491	PASS	tier	tir	GOLD
titre	tira	0.546	PASS	titre	tir	GOLD
accept	acceptée	0.726	STRICT	accept	accepter	EXPANSION-1
accept	acceptés	0.726	STRICT	accept	accepter	EXPANSION-1
accept	acceptées	0.726	STRICT	accept	accepter	EXPANSION-1
accept	acceptera	0.688	STRICT	accept	accepter	EXPANSION-1
accept	accepterait	0.688	STRICT	accept	accepter	EXPANSION-1
accepted	acceptée	0.684	STRICT	accept	accepter	EXPANSION-1
accepted	acceptés	0.684	STRICT	accept	accepter	EXPANSION-1
accepted	acceptées	0.684	STRICT	accept	accepter	EXPANSION-1
accepted	acceptera	0.662	STRICT	accept	accepter	EXPANSION-1
accepted	accepterait	0.662	STRICT	accept	accepter	EXPANSION-1
accepting	acceptée	0.685	STRICT	accept	accepter	EXPANSION-1
accepting	acceptés	0.685	STRICT	accept	accepter	EXPANSION-1
accepting	acceptées	0.685	STRICT	accept	accepter	EXPANSION-1
accepting	acceptera	0.641	STRICT	accept	accepter	EXPANSION-1
accepting	accepterait	0.661	STRICT	accept	accepter	EXPANSION-1
accepts	acceptée	0.688	STRICT	accept	accepter	EXPANSION-1
accepts	acceptés	0.688	STRICT	accept	accepter	EXPANSION-1
accepts	acceptées	0.688	STRICT	accept	accepter	EXPANSION-1
accepts	acceptera	0.655	STRICT	accept	accepter	EXPANSION-1
accepts	accepterait	0.655	STRICT	accept	accepter	EXPANSION-1
adept	adepte	0.818	STRICT	adept	adeptes	EXPANSION-1
agreste	agreste	0.847	STRICT	agreste	agrestes	EXPANSION-1
aire	aire	1.000	STRICT	aire	aires	EXPANSION-1
airlift	airlift	0.849	STRICT	airlifted	airlift	EXPANSION-1
alexi	alexi	0.845	STRICT	alexi	alexis	EXPANSION-1
aliasing	aliasing	0.796	STRICT	alias	aliasing	EXPANSION-1
annex	annexe	0.821	STRICT	annex	annexes	EXPANSION-1
approve	approuve	0.818	STRICT	approve	approuves	EXPANSION-1
aspect	aspect	0.847	STRICT	aspect	aspects	EXPANSION-1
aztec	aztèque	0.821	STRICT	aztec	aztèques	EXPANSION-1
badge	badge	0.785	STRICT	badge	badges	EXPANSION-1
badi	badi	0.785	STRICT	badi	badis	EXPANSION-1
baguette	baguette	0.821	STRICT	baguette	baguettes	EXPANSION-1
ballerina	ballerine	0.757	STRICT	ballerina	ballerines	EXPANSION-1
baptiste	baptiste	0.795	STRICT	baptiste	baptistes	EXPANSION-1
barbe	barbe	0.793	STRICT	barbe	barbes	EXPANSION-1
barbie	barbie	0.827	STRICT	barbie	barbies	EXPANSION-1
bard	barde	0.793	STRICT	bard	bardes	EXPANSION-1
barque	barque	0.793	STRICT	barque	barques	EXPANSION-1
barrette	barrette	0.821	STRICT	barrette	barrettes	EXPANSION-1
barri	barri	0.785	STRICT	barri	barris	EXPANSION-1
baseball	baseball	0.724	STRICT	baseballs	baseball	EXPANSION-1
basque	basque	0.785	STRICT	basque	basques	EXPANSION-1
beau	beau	0.786	STRICT	beaux	beau	EXPANSION-1
bec	bec	1.000	STRICT	bec	becs	EXPANSION-1
beep	biperai	0.716	STRICT	beep	biper	EXPANSION-1
beep	biperait	0.716	STRICT	beep	biper	EXPANSION-1
beeps	biperai	0.659	STRICT	beep	biper	EXPANSION-1
beeps	biperait	0.659	STRICT	beep	biper	EXPANSION-1
beeping	biperai	0.660	STRICT	beep	biper	EXPANSION-1
beeping	biperait	0.670	STRICT	beep	biper	EXPANSION-1
beeped	biperai	0.659	STRICT	beep	biper	EXPANSION-1
beeped	biperait	0.659	STRICT	beep	biper	EXPANSION-1
bella	bella	0.770	STRICT	bella	bellas	EXPANSION-1
belle	bellas	0.781	STRICT	belle	bella	EXPANSION-1
beller	bellas	0.781	STRICT	beller	bella	EXPANSION-1
bellis	bellier	0.693	STRICT	bellis	belli	EXPANSION-1
belvedere	belvédère	0.755	STRICT	belvedere	belvédères	EXPANSION-1
bens	bene	0.544	PASS	bens	ben	EXPANSION-1
bens	bena	0.504	PASS	bens	ben	EXPANSION-1
besser	besson	0.781	STRICT	besser	bessons	EXPANSION-1
besson	besson	0.761	STRICT	besson	bessons	EXPANSION-1
best	best	1.000	STRICT	bested	best	EXPANSION-1
bet	bet	0.716	STRICT	bet	bets	EXPANSION-1
bette	bette	1.000	STRICT	bette	bettes	EXPANSION-1
bidet	bidet	0.760	STRICT	bidet	bidets	EXPANSION-1
bielle	bielle	0.770	STRICT	bielle	bielles	EXPANSION-1
bighorn	bighorn	0.751	STRICT	bighorn	bighorns	EXPANSION-1
bikini	bikini	0.849	STRICT	bikini	bikinis	EXPANSION-1
bistro	bistro	0.900	STRICT	bistro	bistros	EXPANSION-1
bistro	bistrot	0.900	STRICT	bistro	bistrots	EXPANSION-1
bitche	bitche	0.787	STRICT	bitche	bitches	EXPANSION-1
black	black	0.785	STRICT	black	blacks	EXPANSION-1
blair	blair	1.000	STRICT	blair	blairs	EXPANSION-1
blog	blogue	0.763	STRICT	blog	blogues	EXPANSION-1
bloque	bloqués	0.708	STRICT	bloque	bloqué	EXPANSION-1
bloque	bloquée	0.708	STRICT	bloque	bloqué	EXPANSION-1
bloque	bloquées	0.708	STRICT	bloque	bloqué	EXPANSION-1
bloque	bloque	0.864	STRICT	bloque	bloquer	EXPANSION-1
bloque	bloquaient	0.708	STRICT	bloque	bloquer	EXPANSION-1
bloque	bloquera	0.662	STRICT	bloque	bloquer	EXPANSION-1
bloque	bloquants	0.708	STRICT	bloque	bloquant	EXPANSION-1
bluff	bluff	0.781	STRICT	bluff	bluffs	EXPANSION-1
blé	blé	0.833	STRICT	blé	blés	EXPANSION-1
bogie	bogie	0.791	STRICT	bogie	bogies	EXPANSION-1
bone	bones	0.833	STRICT	bone	bone	EXPANSION-1
bone	bona	0.647	STRICT	bone	bone	EXPANSION-1
bone	boner	0.647	STRICT	bone	bone	EXPANSION-1
bones	bona	0.602	STRICT	bone	bone	EXPANSION-1
bones	boner	0.592	PASS	bone	bone	EXPANSION-1
boned	bona	0.602	STRICT	bone	bone	EXPANSION-1
boned	boner	0.592	PASS	bone	bone	EXPANSION-1
boning	bona	0.582	PASS	bone	bone	EXPANSION-1
boning	boner	0.602	STRICT	bone	bone	EXPANSION-1
boni	boni	0.864	STRICT	boni	bonis	EXPANSION-1
boom	boum	1.000	STRICT	boom	boums	EXPANSION-1
borer	borax	0.668	STRICT	borer	bora	EXPANSION-1
borers	borax	0.670	STRICT	borer	bora	EXPANSION-1
borer	borer	0.781	STRICT	borers	borer	EXPANSION-1
borie	borie	1.000	STRICT	borie	bories	EXPANSION-1
born	bornerai	0.735	STRICT	born	borner	EXPANSION-1
bear	bornerai	0.463	PASS	born	borner	EXPANSION-1
bears	bornerai	0.453	PASS	born	borner	EXPANSION-1
bearing	bornerai	0.476	PASS	born	borner	EXPANSION-1
bore	bornerai	0.473	PASS	born	borner	EXPANSION-1
borne	bornerai	0.574	PASS	born	borner	EXPANSION-1
born	born	1.000	STRICT	borne	born	EXPANSION-1
boss	bosserai	0.716	STRICT	boss	bosser	EXPANSION-1
boss	bossera	0.716	STRICT	boss	bosser	EXPANSION-1
bosses	bosserai	0.671	STRICT	boss	bosser	EXPANSION-1
bosses	bossera	0.671	STRICT	boss	bosser	EXPANSION-1
bossing	bosserai	0.660	STRICT	boss	bosser	EXPANSION-1
bossing	bossera	0.640	STRICT	boss	bosser	EXPANSION-1
bossed	bosserai	0.659	STRICT	boss	bosser	EXPANSION-1
bossed	bossera	0.659	STRICT	boss	bosser	EXPANSION-1
boss	bosson	0.781	STRICT	boss	bossons	EXPANSION-1
bosses	bosson	0.716	STRICT	boss	bossons	EXPANSION-1
bossing	bosson	0.722	STRICT	boss	bossons	EXPANSION-1
bossed	bosson	0.722	STRICT	boss	bossons	EXPANSION-1
boss	boss	1.000	STRICT	bosses	boss	EXPANSION-1
bosson	bosson	0.761	STRICT	bosson	bossons	EXPANSION-1
bou	bou	1.000	STRICT	bou	bous	EXPANSION-1
bou	bouse	0.716	STRICT	bou	bous	EXPANSION-1
bou	bouses	0.716	STRICT	bou	bous	EXPANSION-1
boudoir	boudoir	0.852	STRICT	boudoir	boudoirs	EXPANSION-1
bourgeoisie	bourgeoisie	0.768	STRICT	bourgeoisie	bourgeoisies	EXPANSION-1
brande	brande	0.758	STRICT	brande	brandes	EXPANSION-1
brandi	brandi	0.795	STRICT	brandi	brandis	EXPANSION-1
braque	braque	0.785	STRICT	braque	braques	EXPANSION-1
brasse	brasse	0.785	STRICT	brasse	brasses	EXPANSION-1
brasserie	brasserie	0.847	STRICT	brasserie	brasseries	EXPANSION-1
breeze	brisée	0.822	STRICT	breeze	briser	EXPANSION-1
breeze	brisés	0.822	STRICT	breeze	briser	EXPANSION-1
breeze	brisées	0.822	STRICT	breeze	briser	EXPANSION-1
breeze	brisera	0.763	STRICT	breeze	briser	EXPANSION-1
breezes	brisée	0.756	STRICT	breeze	briser	EXPANSION-1
breezes	brisés	0.756	STRICT	breeze	briser	EXPANSION-1
breezes	brisées	0.756	STRICT	breeze	briser	EXPANSION-1
breezes	brisera	0.723	STRICT	breeze	briser	EXPANSION-1
breezed	brisée	0.756	STRICT	breeze	briser	EXPANSION-1
breezed	brisés	0.756	STRICT	breeze	briser	EXPANSION-1
breezed	brisées	0.756	STRICT	breeze	briser	EXPANSION-1
breezed	brisera	0.723	STRICT	breeze	briser	EXPANSION-1
breezing	brisée	0.753	STRICT	breeze	briser	EXPANSION-1
breezing	brisés	0.753	STRICT	breeze	briser	EXPANSION-1
breezing	brisées	0.753	STRICT	breeze	briser	EXPANSION-1
breezing	brisera	0.692	STRICT	breeze	briser	EXPANSION-1
breeze	brisants	0.822	STRICT	breeze	brisant	EXPANSION-1
breeze	brisantes	0.763	STRICT	breeze	brisant	EXPANSION-1
breeze	brisante	0.763	STRICT	breeze	brisant	EXPANSION-1
breezes	brisants	0.763	STRICT	breeze	brisant	EXPANSION-1
breezes	brisantes	0.743	STRICT	breeze	brisant	EXPANSION-1
breezes	brisante	0.743	STRICT	breeze	brisant	EXPANSION-1
breezed	brisants	0.778	STRICT	breeze	brisant	EXPANSION-1
breezed	brisantes	0.763	STRICT	breeze	brisant	EXPANSION-1
breezed	brisante	0.763	STRICT	breeze	brisant	EXPANSION-1
breezing	brisants	0.751	STRICT	breeze	brisant	EXPANSION-1
breezing	brisantes	0.707	STRICT	breeze	brisant	EXPANSION-1
breezing	brisante	0.707	STRICT	breeze	brisant	EXPANSION-1
bref	bref	1.000	STRICT	bref	brefs	EXPANSION-1
bremen	brème	0.783	STRICT	bremen	brèmes	EXPANSION-1
brenner	brenner	0.822	STRICT	brenner	brenne	EXPANSION-1
bressan	bressan	0.783	STRICT	bressan	bressans	EXPANSION-1
brewery	brasserie	0.733	STRICT	brewery	brasseries	EXPANSION-1
bric	bric	0.787	STRICT	bric	brics	EXPANSION-1
brick	brick	0.787	STRICT	brick	bricks	EXPANSION-1
bridge	bridge	0.823	STRICT	bridge	bridges	EXPANSION-1
brie	brie	1.000	STRICT	brie	bries	EXPANSION-1
brief	bref	0.770	STRICT	brief	brefs	EXPANSION-1
brioche	brioche	0.798	STRICT	brioche	brioches	EXPANSION-1
brioche	briochés	0.751	STRICT	brioche	brioché	EXPANSION-1
bro	bro	0.833	STRICT	bro	bros	EXPANSION-1
bros	bros	0.748	STRICT	bros	bro	EXPANSION-1
brunette	brunette	0.847	STRICT	brunette	brunettes	EXPANSION-1
bruni	bruni	0.821	STRICT	bruni	brunis	EXPANSION-1
brusque	brusque	0.786	STRICT	brusque	brusques	EXPANSION-1
brute	brut	0.785	STRICT	brute	bruts	EXPANSION-1
bruxelles	bruxelles	0.738	STRICT	bruxelles	bruxelle	EXPANSION-1
buddha	bouddha	0.770	STRICT	buddha	bouddhas	EXPANSION-1
burlesque	burlesque	0.761	STRICT	burlesque	burlesques	EXPANSION-1
bushy	bushy	0.755	STRICT	bushier	bushy	EXPANSION-1
bête	bête	0.781	STRICT	bête	bêtes	EXPANSION-1
cacique	cacique	0.821	STRICT	cacique	caciques	EXPANSION-1
caddie	caddie	0.785	STRICT	caddie	caddies	EXPANSION-1
cadet	cadette	0.818	STRICT	cadet	cadettes	EXPANSION-1
cadi	cadi	0.785	STRICT	cadi	cadis	EXPANSION-1
cairn	cairn	1.000	STRICT	cairn	cairns	EXPANSION-1
cairns	cairns	0.822	STRICT	cairns	cairn	EXPANSION-1
calvaire	calvaire	0.847	STRICT	calvaire	calvaires	EXPANSION-1
candi	candi	0.758	STRICT	candi	candis	EXPANSION-1
cani	cani	0.785	STRICT	cani	canis	EXPANSION-1
canteen	cantine	0.795	STRICT	canteen	cantines	EXPANSION-1
cantique	cantique	0.795	STRICT	cantique	cantiques	EXPANSION-1
cappuccino	cappuccino	0.827	STRICT	cappuccino	cappuccinos	EXPANSION-1
caprice	caprice	0.845	STRICT	caprice	caprices	EXPANSION-1
capricorn	capricorne	0.788	STRICT	capricorn	capricornes	EXPANSION-1
cari	cari	0.785	STRICT	cari	caris	EXPANSION-1
carle	carle	0.793	STRICT	carle	carles	EXPANSION-1
carme	carme	0.793	STRICT	carme	carmes	EXPANSION-1
carne	carne	0.793	STRICT	carne	carnes	EXPANSION-1
cassette	cassette	0.818	STRICT	cassette	cassettes	EXPANSION-1
cei	cia	0.539	PASS	cei	ci	EXPANSION-1
cei	cie	1.000	STRICT	cei	ci	EXPANSION-1
cei	cis	1.000	STRICT	cei	ci	EXPANSION-1
cei	cies	1.000	STRICT	cei	ci	EXPANSION-1
cei	cissé	0.645	STRICT	cei	ciss	EXPANSION-1
cei	cisse	0.716	STRICT	cei	ciss	EXPANSION-1
cels	cela	0.504	PASS	cels	cel	EXPANSION-1
cels	cele	0.544	PASS	cels	cel	EXPANSION-1
cels	celer	0.488	PASS	cels	cel	EXPANSION-1
celtique	celtic	0.793	STRICT	celtique	celtics	EXPANSION-1
celtique	celtique	0.793	STRICT	celtique	celtiques	EXPANSION-1
cen	censé	0.485	PASS	cen	cens	EXPANSION-1
cen	censée	0.485	PASS	cen	cens	EXPANSION-1
cen	censés	0.485	PASS	cen	cens	EXPANSION-1
cen	censées	0.485	PASS	cen	cens	EXPANSION-1
cen	cen	1.000	STRICT	cen	cens	EXPANSION-1
cen	cense	0.520	PASS	cen	cens	EXPANSION-1
ceni	ceni	0.785	STRICT	ceni	cenis	EXPANSION-1
centipede	centipede	0.748	STRICT	centipedes	centipede	EXPANSION-1
cep	cep	1.000	STRICT	cep	ceps	EXPANSION-1
chaudière	chaudière	0.734	STRICT	chaudière	chaudières	EXPANSION-1
cheesecake	cheesecake	0.748	STRICT	cheesecakes	cheesecake	EXPANSION-1
chelle	chelle	0.781	STRICT	chelle	chelles	EXPANSION-1
cheque	chèque	0.781	STRICT	cheque	chèques	EXPANSION-1
cher	chère	1.000	STRICT	cher	chères	EXPANSION-1
cherie	chéri	0.787	STRICT	cherie	chéris	EXPANSION-1
chipmunks	chipmunks	0.769	STRICT	chipmunk	chipmunks	EXPANSION-1
chloroform	chloroforme	0.929	STRICT	chloroform	chloroformes	EXPANSION-1
chorale	chorale	0.784	STRICT	chorale	chorales	EXPANSION-1
chord	corde	1.000	STRICT	chord	cordes	EXPANSION-1
chord	cordée	0.822	STRICT	chord	cordé	EXPANSION-1
chord	cordées	0.822	STRICT	chord	cordé	EXPANSION-1
chord	cordés	0.822	STRICT	chord	cordé	EXPANSION-1
chords	cordée	0.756	STRICT	chord	cordé	EXPANSION-1
chords	cordées	0.756	STRICT	chord	cordé	EXPANSION-1
chords	cordés	0.756	STRICT	chord	cordé	EXPANSION-1
chord	cordons	0.822	STRICT	chord	corder	EXPANSION-1
chords	cordons	0.763	STRICT	chord	corder	EXPANSION-1
choreography	chorégraphie	0.753	STRICT	choreography	chorégraphies	EXPANSION-1
christ	christ	0.772	STRICT	christ	christs	EXPANSION-1
christo	christo	0.758	STRICT	christo	christos	EXPANSION-1
chrome	chromée	0.708	STRICT	chrome	chromé	EXPANSION-1
chrome	chromées	0.708	STRICT	chrome	chromé	EXPANSION-1
chrome	chromés	0.708	STRICT	chrome	chromé	EXPANSION-1
chrome	chrome	0.864	STRICT	chrome	chromes	EXPANSION-1
chrono	chrono	0.808	STRICT	chrono	chronos	EXPANSION-1
chronos	chronos	0.751	STRICT	chronos	chrono	EXPANSION-1
chéri	chéri	0.864	STRICT	chéri	chéris	EXPANSION-1
chérie	chéri	0.864	STRICT	chérie	chéris	EXPANSION-1
clair	clair	1.000	STRICT	clair	clairs	EXPANSION-1
clair	clairon	0.822	STRICT	clair	clairons	EXPANSION-1
clare	claire	1.000	STRICT	clare	claires	EXPANSION-1
cleavage	clivage	0.769	STRICT	cleavage	clivages	EXPANSION-1
cleric	clerc	0.788	STRICT	cleric	clercs	EXPANSION-1
clic	clic	0.787	STRICT	clic	clics	EXPANSION-1
cliche	cliché	0.885	STRICT	cliche	clichés	EXPANSION-1
cliff	cliff	0.787	STRICT	cliff	cliffs	EXPANSION-1
clo	close	0.636	STRICT	clo	clos	EXPANSION-1
clo	closes	0.748	STRICT	clo	clos	EXPANSION-1
clo	closer	0.689	STRICT	clo	clos	EXPANSION-1
clo	clo	0.833	STRICT	clo	clos	EXPANSION-1
clo	closent	0.748	STRICT	clo	clos	EXPANSION-1
clone	clonés	0.708	STRICT	clone	cloner	EXPANSION-1
clones	clonés	0.656	STRICT	clone	cloner	EXPANSION-1
cloning	clonés	0.659	STRICT	clone	cloner	EXPANSION-1
cloned	clonés	0.656	STRICT	clone	cloner	EXPANSION-1
clos	clos	0.748	STRICT	clos	clo	EXPANSION-1
clos	cloé	0.582	PASS	clos	clo	EXPANSION-1
coexist	coexistent	0.810	STRICT	coexisting	coexistent	EXPANSION-1
coli	colisée	0.662	STRICT	coli	colis	EXPANSION-1
coli	coli	0.864	STRICT	coli	colis	EXPANSION-1
collect	collecte	0.847	STRICT	collect	collecter	EXPANSION-1
collect	collectées	0.728	STRICT	collect	collecter	EXPANSION-1
collect	collectés	0.728	STRICT	collect	collecter	EXPANSION-1
collect	collectée	0.728	STRICT	collect	collecter	EXPANSION-1
collected	collectées	0.686	STRICT	collect	collecter	EXPANSION-1
collected	collectés	0.686	STRICT	collect	collecter	EXPANSION-1
collected	collectée	0.686	STRICT	collect	collecter	EXPANSION-1
collecting	collectées	0.687	STRICT	collect	collecter	EXPANSION-1
collecting	collectés	0.687	STRICT	collect	collecter	EXPANSION-1
collecting	collectée	0.687	STRICT	collect	collecter	EXPANSION-1
collects	collectées	0.690	STRICT	collect	collecter	EXPANSION-1
collects	collectés	0.690	STRICT	collect	collecter	EXPANSION-1
collects	collectée	0.690	STRICT	collect	collecter	EXPANSION-1
colo	colo	0.773	STRICT	colo	colos	EXPANSION-1
colt	colt	0.760	STRICT	colt	colts	EXPANSION-1
comique	comic	0.804	STRICT	comique	comics	EXPANSION-1
comique	comique	0.804	STRICT	comique	comiques	EXPANSION-1
complex	complexée	0.715	STRICT	complex	complexé	EXPANSION-1
complex	complexés	0.715	STRICT	complex	complexé	EXPANSION-1
complexes	complexée	0.680	STRICT	complex	complexé	EXPANSION-1
complexes	complexés	0.680	STRICT	complex	complexé	EXPANSION-1
complexed	complexée	0.685	STRICT	complex	complexé	EXPANSION-1
complexed	complexés	0.685	STRICT	complex	complexé	EXPANSION-1
complexing	complexée	0.681	STRICT	complex	complexé	EXPANSION-1
complexing	complexés	0.681	STRICT	complex	complexé	EXPANSION-1
cone	cône	0.833	STRICT	cone	cônes	EXPANSION-1
convex	convexe	0.804	STRICT	convex	convexes	EXPANSION-1
coquette	coquette	0.810	STRICT	coquette	coquettes	EXPANSION-1
corbie	corbie	1.000	STRICT	corbie	corbier	EXPANSION-1
corbière	corbière	0.861	STRICT	corbière	corbières	EXPANSION-1
corbières	corbières	0.755	STRICT	corbières	corbière	EXPANSION-1
cordage	cordages	0.769	STRICT	cordage	cordage	EXPANSION-1
cordage	cordes	0.739	STRICT	cordage	corde	EXPANSION-1
cordage	corda	0.692	STRICT	cordage	corde	EXPANSION-1
cordage	cordé	0.709	STRICT	cordage	corde	EXPANSION-1
cordage	corder	0.709	STRICT	cordage	corde	EXPANSION-1
corder	cordon	0.822	STRICT	corder	cordons	EXPANSION-1
cordes	cordages	0.753	STRICT	cordes	cordage	EXPANSION-1
cordes	cordes	0.822	STRICT	cordes	corde	EXPANSION-1
cordes	corda	0.763	STRICT	cordes	corde	EXPANSION-1
cordes	cordé	0.756	STRICT	cordes	corde	EXPANSION-1
cordes	corder	0.756	STRICT	cordes	corde	EXPANSION-1
cormoran	cormoran	0.834	STRICT	cormoran	cormorans	EXPANSION-1
corne	coree	0.501	PASS	corne	core	EXPANSION-1
corne	corse	0.726	STRICT	corne	cors	EXPANSION-1
corne	corses	0.726	STRICT	corne	cors	EXPANSION-1
corne	cor	0.781	STRICT	corne	cors	EXPANSION-1
corne	corsé	0.671	STRICT	corne	cors	EXPANSION-1
corne	corsa	0.671	STRICT	corne	cors	EXPANSION-1
corne	corser	0.671	STRICT	corne	cors	EXPANSION-1
corne	corsée	0.671	STRICT	corne	cors	EXPANSION-1
corne	corsent	0.726	STRICT	corne	cors	EXPANSION-1
corne	corsés	0.671	STRICT	corne	cors	EXPANSION-1
corne	corsées	0.671	STRICT	corne	cors	EXPANSION-1
corne	corsait	0.671	STRICT	corne	cors	EXPANSION-1
corne	corne	1.000	STRICT	corne	cornes	EXPANSION-1
corne	cornée	0.822	STRICT	corne	corner	EXPANSION-1
corne	corners	0.822	STRICT	corne	corner	EXPANSION-1
corne	cornées	0.822	STRICT	corne	corner	EXPANSION-1
corne	cornés	0.822	STRICT	corne	corner	EXPANSION-1
corne	cornaient	0.822	STRICT	corne	corner	EXPANSION-1
corne	cornas	0.822	STRICT	corne	corna	EXPANSION-1
corne	horn	0.781	STRICT	corne	horns	EXPANSION-1
cornea	cornée	0.796	STRICT	cornea	cornées	EXPANSION-1
corneille	corneille	0.765	STRICT	corneille	corneilles	EXPANSION-1
corner	cornas	0.822	STRICT	corner	corna	EXPANSION-1
corners	cornas	0.763	STRICT	corner	corna	EXPANSION-1
cornered	cornas	0.763	STRICT	corner	corna	EXPANSION-1
cornering	cornas	0.692	STRICT	corner	corna	EXPANSION-1
cornes	corner	0.756	STRICT	cornes	corne	EXPANSION-1
cornes	cornes	0.822	STRICT	cornes	corne	EXPANSION-1
cornes	corné	0.756	STRICT	cornes	corne	EXPANSION-1
cornes	corna	0.763	STRICT	cornes	corne	EXPANSION-1
cornes	cornait	0.756	STRICT	cornes	corne	EXPANSION-1
cornes	cornent	0.822	STRICT	cornes	corne	EXPANSION-1
cornes	corée	0.462	PASS	cornes	cor	EXPANSION-1
cornes	core	0.716	STRICT	cornes	cor	EXPANSION-1
cornes	cora	0.478	PASS	cornes	cor	EXPANSION-1
cornes	cors	0.716	STRICT	cornes	cor	EXPANSION-1
cornes	corées	0.462	PASS	cornes	cor	EXPANSION-1
cornes	corons	0.513	PASS	cornes	cor	EXPANSION-1
cornes	cores	0.506	PASS	cornes	cor	EXPANSION-1
cornes	coré	0.462	PASS	cornes	cor	EXPANSION-1
cornes	coras	0.478	PASS	cornes	cor	EXPANSION-1
cornette	cornette	1.000	STRICT	cornette	cornettes	EXPANSION-1
corniche	corniche	0.849	STRICT	corniche	corniches	EXPANSION-1
cornu	cornu	0.821	STRICT	cornu	cornus	EXPANSION-1
cornwall	cornouailles	0.755	STRICT	cornwall	cornouaille	EXPANSION-1
corps	corps	1.000	STRICT	corps	corp	EXPANSION-1
corpus	corpus	0.808	STRICT	corpuses	corpus	EXPANSION-1
corrective	correctives	0.762	STRICT	corrective	corrective	EXPANSION-1
corsaire	corsaire	1.000	STRICT	corsaire	corsaires	EXPANSION-1
corser	corser	0.822	STRICT	corser	corse	EXPANSION-1
corsica	corse	0.763	STRICT	corsica	corses	EXPANSION-1
corsica	corsée	0.731	STRICT	corsica	corsé	EXPANSION-1
corsica	corsés	0.731	STRICT	corsica	corsé	EXPANSION-1
corsica	corsées	0.731	STRICT	corsica	corsé	EXPANSION-1
corso	corso	0.885	STRICT	corso	corsos	EXPANSION-1
cort	cortex	0.718	STRICT	cort	corte	EXPANSION-1
cort	cortese	0.783	STRICT	cort	cortes	EXPANSION-1
corte	corte	1.000	STRICT	corte	cortes	EXPANSION-1
corte	cortese	0.783	STRICT	corte	cortes	EXPANSION-1
cortes	cortex	0.797	STRICT	cortes	corte	EXPANSION-1
cortes	cortez	0.763	STRICT	cortes	corte	EXPANSION-1
cortes	cortes	0.822	STRICT	cortes	corte	EXPANSION-1
cortex	cortex	0.824	STRICT	cortexes	cortex	EXPANSION-1
corts	corte	0.822	STRICT	corts	cort	EXPANSION-1
corts	cortez	0.763	STRICT	corts	cort	EXPANSION-1
corts	cortes	0.822	STRICT	corts	cort	EXPANSION-1
corts	cortés	0.763	STRICT	corts	cort	EXPANSION-1
corvette	corvette	1.000	STRICT	corvette	corvettes	EXPANSION-1
corvettes	corvettes	0.870	STRICT	corvettes	corvette	EXPANSION-1
