tier	combo	coverage	coherence	uses_filler	novel	en	fr
S	1.0	1.0	0.338	0	0	bet	bêtes
S	1.0	1.0	0.254	0	0	prove	prouvent
S	1.0	1.0	0.361	0	0	boss	boss
S	1.0	1.0	0.281	0	0	dress	dresse
S	1.0	1.0	0.27	0	0	net	net
S	1.0	1.0	0.403	0	0	lee	lie
S	1.0	1.0	0.16	0	0	stress	stresse
S	1.0	1.0	0.505	0	0	steel	style
S	1.0	1.0	0.139	0	0	suit	soute
S	1.0	1.0	0.133	0	0	ben	benne
S	1.0	1.0	0.426	0	0	debt	dette
S	1.0	1.0	0.437	0	0	soft	soft
S	1.0	1.0	0.361	0	0	pool	poule
S	1.0	1.0	0.473	0	0	leg	legs
S	1.0	0.8	0.292	0	0	sector	secte
S	1.0	1.0	0.047	0	0	meat	mites
S	1.0	1.0	0.574	0	0	cream	crime
S	1.0	1.0	0.256	0	0	seek	sic
S	1.0	1.0	0.49	0	0	bell	belle
S	1.0	1.0	0.124	0	0	sees	sise
S	1.0	1.0	0.27	0	0	mess	messe
S	1.0	0.8	0.41	0	0	arrest	reste
S	1.0	0.67	0.624	0	0	error	air
S	1.0	1.0	0.0	0	0	broad	brode
S	1.0	1.0	0.35	0	0	peak	pique
S	1.0	1.0	0.384	0	0	fee	fi
S	1.0	1.0	0.095	0	0	sought	sotte
S	1.0	1.0	0.527	0	0	meal	mille
S	1.0	1.0	0.524	0	0	technique	technique
S	1.0	1.0	0.26	0	0	pet	pète
S	1.0	1.0	0.403	0	0	root	route
S	1.0	1.0	0.505	0	0	steal	style
S	1.0	1.0	0.064	0	0	dean	dîne
S	1.0	1.0	0.437	0	0	pen	peine
S	1.0	1.0	0.103	0	0	creek	crique
S	1.0	1.0	0.129	0	0	seed	cid
S	1.0	1.0	0.147	0	0	gene	gin
S	1.0	1.0	0.147	0	0	jean	gin
S	1.0	1.0	0.072	0	0	ought	hotte
S	1.0	1.0	0.296	0	0	stretch	stretch
S	1.0	1.0	0.233	0	0	blues	blouse
S	1.0	0.75	0.347	0	0	reader	ride
S	1.0	1.0	0.235	0	0	boom	boum
S	1.0	1.0	0.516	0	0	knee	ni
S	1.0	1.0	0.175	0	0	eve	ive
S	1.0	1.0	0.214	0	0	seal	cils
S	1.0	1.0	0.27	0	0	stem	stem
S	1.0	1.0	0.296	0	0	fool	foule
S	1.0	1.0	0.237	0	0	loop	loupe
S	1.0	1.0	0.396	0	0	dawn	donne
S	1.0	0.75	0.346	0	0	cooper	coupes
S	1.0	0.75	0.512	0	0	terror	terre
S	1.0	1.0	0.327	0	0	shoe	chou
S	1.0	1.0	0.316	0	0	chef	chef
S	1.0	1.0	0.315	0	0	flesh	flèche
S	1.0	1.0	0.244	0	0	clue	clou
S	1.0	1.0	0.273	0	0	bless	blesse
S	1.0	1.0	0.279	0	0	lease	lisse
S	1.0	1.0	0.304	0	0	flew	flou
S	1.0	1.0	0.17	0	0	soup	soupe
S	1.0	0.75	0.129	0	0	pepper	pep
S	1.0	1.0	0.095	0	0	zoo	zou
S	1.0	1.0	0.405	0	0	ski	ski
S	1.0	1.0	0.493	0	0	rev	rêve
S	1.0	1.0	0.196	0	0	freeze	frise
A	0.889	0.86	0.233	0	0	express	exprès
A	0.889	0.86	0.524	0	0	techniques	technique
A	0.885	0.83	0.514	0	0	regime	régime
A	0.872	0.83	0.466	0	0	texts	textes
A	0.87	1.0	0.288	0	0	respect	respectent
A	0.87	1.0	0.399	0	0	regret	regrette
A	0.868	0.6	0.316	0	0	pretty	pris
A	0.868	1.0	0.369	0	0	excessive	excessive
A	0.864	0.8	0.524	0	0	media	midi
A	0.864	0.8	0.353	0	0	daily	délit
A	0.864	0.8	0.087	0	0	crime	crame
A	0.864	0.8	0.108	0	0	flight	flatte
A	0.864	0.8	0.17	0	0	crown	crâne
A	0.864	0.8	0.512	0	0	gross	grosse
A	0.864	0.8	0.162	0	0	globe	globes
A	0.864	0.8	0.11	0	0	climb	clame
A	0.864	0.8	0.432	0	0	couch	catch
A	0.859	1.0	0.388	0	0	extreme	extrême
A	0.856	0.75	0.233	0	0	expressed	exprès
A	0.855	1.0	0.0	0	0	select	sélect
A	0.852	0.8	0.143	0	1	morris	morse
A	0.85	0.75	0.446	0	0	director	direct
A	0.85	0.86	0.446	0	0	direct	direct
A	0.85	1.0	0.388	0	0	correct	correct
A	0.849	1.0	0.397	0	0	exist	existent
A	0.849	1.0	0.273	0	0	script	script
A	0.849	1.0	0.451	0	0	strict	strict
A	0.848	0.8	0.637	0	0	groups	groupe
A	0.848	0.8	0.17	0	0	truly	roulis
A	0.848	0.8	0.108	0	0	steps	steppes
A	0.848	0.8	0.333	0	0	tests	test
A	0.848	0.8	0.27	0	0	troops	troupes
A	0.848	0.8	0.0	0	0	stream	trime
A	0.848	0.8	0.309	0	0	checked	tchèque
A	0.848	0.8	0.16	0	0	crossed	crotte
A	0.848	0.8	0.309	0	0	checks	tchèque
A	0.848	0.8	0.212	0	0	quest	couette
A	0.848	0.8	0.108	0	0	stepped	steppes
A	0.848	0.8	0.574	0	0	scream	crime
A	0.848	0.8	0.27	0	0	pressed	prête
A	0.847	0.8	0.175	0	0	friend	freine
A	0.847	1.0	0.353	0	0	extra	extraits
A	0.847	1.0	0.17	0	0	accept	excepte
A	0.847	0.8	0.233	0	0	spread	spray
A	0.847	1.0	0.281	0	0	supreme	supprime
A	0.847	0.67	0.304	0	0	degrees	grise
A	0.847	1.0	0.427	0	0	exact	exact
A	0.847	0.8	0.296	0	0	trend	traîne
A	0.847	0.8	0.254	0	0	proved	prouvent
A	0.847	0.67	0.333	0	0	tested	test
A	0.847	0.8	0.41	0	0	dressed	reste
A	0.847	0.71	0.168	0	0	poetry	poterie
A	0.847	1.0	0.2	0	0	connect	connecte
A	0.847	0.86	0.52	0	0	costume	costume
A	0.846	0.8	0.137	0	0	fuel	fuel
A	0.846	0.8	0.296	0	0	enemy	ennemis
A	0.846	1.0	0.0	0	0	brief	briefe
A	0.846	1.0	0.173	0	0	smell	semelle
A	0.846	0.8	0.06	0	0	cruel	croule
A	0.844	0.67	0.556	0	0	released	liste
A	0.844	0.8	0.449	0	0	priest	piste
A	0.844	0.8	0.147	0	0	genes	gin
A	0.843	0.8	0.0	0	1	abroad	brode
A	0.843	0.8	0.347	0	0	asleep	slip
A	0.839	0.67	0.526	0	0	western	ouest
A	0.838	0.75	0.388	0	0	spectrum	spectre
A	0.838	0.67	0.41	0	0	stressed	reste
A	0.836	0.62	0.292	0	0	exposure	expo
A	0.833	0.75	0.457	0	0	like	lac
A	0.833	0.75	0.476	0	0	right	rate
A	0.833	0.75	0.374	0	0	down	dan
A	0.833	0.75	0.403	0	0	might	mate
A	0.833	0.75	0.074	0	0	night	nattes
A	0.833	0.75	0.202	0	0	white	watts
A	0.833	0.75	0.489	0	0	guys	gaz
A	0.833	0.75	0.17	0	0	light	latte
A	0.833	0.75	0.33	0	0	phone	faune
A	0.833	0.75	0.369	0	0	type	tape
A	0.833	0.75	0.0	0	0	town	tanne
A	0.833	0.75	0.403	0	0	shows	choses
A	0.833	0.75	0.361	0	0	role	rôles
A	0.833	0.75	0.263	0	0	vote	votent
A	0.833	0.75	0.27	0	0	code	codes
A	0.833	0.75	0.829	0	0	mine	man
A	0.833	0.75	0.527	0	0	note	notes
A	0.833	0.75	0.476	0	0	write	rate
A	0.833	0.75	0.507	0	0	pro	pro
A	0.833	0.75	0.379	0	0	doubt	date
A	0.833	0.75	0.396	0	0	grow	gros
A	0.833	0.75	0.024	0	0	male	mél
A	0.833	0.75	0.376	0	0	showed	chaude
A	0.833	0.75	0.27	0	0	ride	rade
A	0.833	0.75	0.227	0	0	rise	rase
A	0.833	0.75	0.39	0	0	mike	mac
A	0.833	0.75	0.361	0	0	roll	rôles
A	0.833	0.75	0.273	0	0	dry	draps
A	0.833	0.75	0.024	0	0	mail	mél
A	0.833	0.75	0.537	0	0	zone	zone
A	0.833	0.75	0.254	0	0	flow	flot
A	0.833	0.6	0.27	0	0	fired	fade
A	0.833	0.6	0.829	0	0	minor	man
A	0.833	0.75	0.473	0	0	mile	mal
A	0.833	0.75	0.432	0	0	rice	race
A	0.833	0.75	0.436	0	0	bike	bac
A	0.833	0.75	0.359	0	0	loud	lad
A	0.833	0.75	0.17	0	0	grey	gré
A	0.833	0.75	0.17	0	0	gray	gré
A	0.833	0.75	0.526	0	0	soil	sol
A	0.833	0.75	0.411	0	0	pray	pré
A	0.833	0.6	0.233	0	0	arrive	rave
A	0.833	0.75	0.223	0	0	coat	cotes
A	0.833	0.6	0.586	0	0	fighter	far
A	0.833	0.75	0.319	0	0	bite	battent
A	0.833	0.6	0.284	0	0	tiger	tag
A	0.833	0.75	0.447	0	0	clay	clé
A	0.833	0.75	0.074	0	0	knight	nattes
A	0.833	0.75	0.369	0	0	pipe	pape
A	0.833	0.75	0.39	0	0	pole	pôle
A	0.833	0.75	0.17	0	0	folk	phoque
A	0.833	0.75	0.476	0	0	wright	rate
A	0.833	0.75	0.254	0	0	coin	conne
A	0.833	0.6	0.457	0	0	fires	phase
A	0.833	0.6	0.41	0	0	buyers	base
A	0.833	0.75	0.233	0	1	kyle	cale
A	0.833	0.75	0.649	0	0	pile	pale
A	0.833	0.75	0.401	0	0	visa	vise
A	0.828	1.0	0.233	0	0	pressure	prêché
A	0.828	0.8	0.449	0	0	senior	signé
A	0.827	0.88	0.346	0	0	library	librairie
A	0.827	0.88	0.482	0	0	context	contexte
A	0.825	0.67	0.346	0	0	exploration	explorer
A	0.823	1.0	0.17	0	0	bridge	bridge
A	0.823	1.0	0.342	0	0	mixed	mixte
A	0.823	1.0	0.27	0	0	strip	strip
A	0.823	1.0	0.17	0	0	twist	twist
A	0.822	0.8	0.254	0	0	really	relie
A	0.822	0.67	0.428	0	0	memory	mairie
A	0.822	1.0	0.233	0	0	marine	marines
A	0.822	0.8	0.288	0	0	sexy	sexes
A	0.822	0.8	0.41	0	0	breast	reste
A	0.822	0.8	0.501	0	0	carries	crise
A	0.821	0.83	0.233	0	0	gallery	galerie
A	0.821	1.0	0.0	0	0	tracks	trax
A	0.821	1.0	0.0	0	0	deeply	déplie
A	0.821	1.0	0.256	0	0	forum	forums
A	0.821	1.0	0.124	0	0	craft	kraft
A	0.821	1.0	0.17	0	0	vessel	vaisselle
A	0.821	1.0	0.0	0	0	trucks	trax
A	0.821	1.0	0.367	0	0	taxi	taxi
A	0.819	0.86	0.02	0	0	expect	inspecte
A	0.818	0.83	0.252	0	0	series	cerise
A	0.818	1.0	0.466	0	0	drive	drive
A	0.818	0.83	0.466	0	0	driver	drive
A	0.816	0.86	0.397	0	0	memories	maîtrise
A	0.815	0.75	0.432	0	0	weeks	x
A	0.815	0.75	0.333	0	0	sweet	site
A	0.815	0.75	0.17	0	0	cute	coûte
A	0.815	0.75	0.214	0	0	tweet	tite
A	0.815	1.0	0.489	0	0	lean	lignes
A	0.815	0.75	0.576	0	0	sweat	cette
A	0.814	0.75	0.338	0	0	best	bêtes
A	0.814	0.75	0.17	0	0	school	coule
A	0.814	0.75	0.17	0	0	small	mole
A	0.814	0.75	0.164	0	0	gets	guette
A	0.814	0.75	0.185	0	0	self	elfes
A	0.814	0.75	0.367	0	0	cost	cote
A	0.814	0.75	0.313	0	0	sense	saine
A	0.814	0.6	0.275	0	0	event	veine
A	0.814	0.75	0.313	0	0	sent	saine
A	0.814	0.75	0.35	0	0	speak	pique
A	0.814	1.0	0.41	0	0	letter	lettre
A	0.814	0.75	0.347	0	0	meant	mène
A	0.814	0.75	0.446	0	0	reach	riches
A	0.814	0.75	0.183	0	0	beach	biche
A	0.814	0.6	0.281	0	0	receive	rives
A	0.814	0.75	0.313	0	0	cent	saine
A	0.814	0.6	0.451	0	0	feature	fiche
A	0.814	0.6	0.17	0	0	smaller	mole
A	0.814	0.75	0.313	0	0	treat	tri
A	0.814	0.6	0.152	0	0	pieces	pise
A	0.814	0.75	0.576	0	0	sets	cette
A	0.814	0.75	0.263	0	0	fault	folles
A	0.814	0.75	0.263	0	0	false	folles
A	0.814	0.75	0.24	0	0	talked	toc
A	0.814	0.75	0.24	0	0	talks	toc
A	0.814	0.75	0.526	0	0	salt	sol
A	0.814	0.75	0.233	0	0	rent	reines
A	0.814	0.75	0.333	0	0	seats	site
A	0.814	0.75	0.101	0	0	steam	cime
A	0.814	0.75	0.27	0	0	lets	laisse
A	0.814	0.6	0.35	0	0	speaker	pique
A	0.814	0.75	0.49	0	0	belt	belle
A	0.814	0.75	0.25	0	0	spell	pelle
A	0.814	0.75	0.233	0	0	meets	miss
A	0.814	0.75	0.089	0	1	sept	cep
A	0.814	0.75	0.403	0	0	roots	route
A	0.814	0.75	0.41	0	0	beast	bit
A	0.814	0.75	0.139	0	0	suits	soute
A	0.814	0.75	0.41	0	0	beats	bit
A	0.814	0.71	0.26	0	0	creator	crié
A	0.814	1.0	0.422	0	0	premiere	première
A	0.814	0.75	0.432	0	0	seeks	x
A	0.812	0.75	0.392	0	0	called	col
A	0.812	0.75	0.359	0	0	field	file
A	0.812	0.75	0.313	0	0	send	saine
A	0.812	0.75	0.034	0	0	speed	spi
A	0.812	0.6	0.388	0	0	degree	gris
A	0.812	0.75	0.17	0	0	dream	rime
A	0.812	0.75	0.101	0	0	seemed	cime
A	0.812	0.6	0.26	0	0	leaders	lise
A	0.812	0.75	0.27	0	0	ruled	roule
A	0.812	0.75	0.296	0	0	jet	jette
A	0.812	0.75	0.095	0	0	deemed	dîme
A	0.812	0.75	0.361	0	0	beds	baise
A	0.812	0.75	0.133	0	0	bend	benne
A	0.812	0.75	0.214	0	0	sealed	cils
A	0.811	0.67	0.516	0	0	forest	forte
A	0.81	1.0	0.27	0	0	trust	triste
A	0.81	1.0	0.099	0	0	effect	infecte
A	0.81	1.0	0.359	0	0	machine	machine
A	0.81	1.0	0.087	0	0	unique	ionique
A	0.81	1.0	0.122	0	0	canal	quenelle
A	0.81	0.83	0.154	0	0	corrupt	crypte
A	0.81	1.0	0.275	0	0	delta	delta
A	0.809	1.0	0.223	0	0	court	cotes
A	0.809	1.0	0.407	0	0	force	fausse
A	0.809	0.75	0.319	0	0	brought	bottes
A	0.809	1.0	0.17	0	0	source	sauce
A	0.809	1.0	0.451	0	0	born	bonne
A	0.809	0.67	0.246	0	0	credit	crête
A	0.809	1.0	0.095	0	0	sort	sotte
A	0.809	1.0	0.254	0	0	floor	flot
A	0.809	0.75	0.254	0	0	corner	conne
A	0.809	1.0	0.39	0	0	port	potes
A	0.809	0.75	0.175	0	0	proof	pouf
A	0.809	0.75	0.41	0	0	shares	chaise
A	0.809	1.0	0.279	0	0	doors	doses
A	0.809	0.75	0.396	0	0	drawn	donne
A	0.809	0.6	0.462	0	0	reveal	ville
A	0.809	0.75	0.361	0	0	bears	baise
A	0.809	0.6	0.403	0	0	daughters	dose
A	0.809	0.75	0.534	0	0	perry	pays
A	0.809	0.6	0.233	0	0	meters	mise
A	0.809	1.0	0.254	0	0	corn	conne
A	0.809	0.6	0.233	0	0	metres	mise
A	0.808	0.75	0.196	0	0	please	plie
A	0.808	0.75	0.592	0	0	means	mine
A	0.808	0.75	0.101	0	0	seems	cime
A	0.808	0.67	0.233	0	0	ground	grade
A	0.808	0.75	0.27	0	0	rules	roule
A	0.808	0.75	0.392	0	0	calls	col
A	0.808	0.75	0.359	0	0	feels	file
A	0.808	0.75	0.316	0	0	caused	code
A	0.808	0.75	0.487	0	0	tells	tels
A	0.808	0.75	0.369	0	0	cells	celle
A	0.808	0.75	0.313	0	0	trees	tri
A	0.808	0.75	0.473	0	0	legs	legs
A	0.808	0.75	0.263	0	0	falls	folles
A	0.808	0.75	0.357	0	0	balls	bol
A	0.808	0.6	0.347	0	0	readers	ride
A	0.808	0.75	0.347	0	0	reads	ride
A	0.808	1.0	0.152	0	0	cruise	crous
A	0.808	0.75	0.527	0	0	meals	mille
A	0.808	0.75	0.007	0	0	beans	bine
A	0.807	0.75	0.143	0	0	again	gaine
A	0.807	0.75	0.388	0	0	agree	gris
A	0.807	0.75	0.333	0	0	appeal	pile
A	0.807	0.62	0.292	0	0	exposed	expo
A	0.806	1.0	0.445	1	0	increased	un christ
A	0.806	0.67	0.233	0	0	expression	exprès
A	0.806	0.67	0.16	0	0	precious	prêche
A	0.804	0.67	0.009	0	0	freedom	frime
A	0.804	0.86	0.459	0	0	concept	concept
A	0.804	0.67	0.27	0	0	clothes	clause
A	0.803	0.78	0.168	0	0	explains	explosent
A	0.802	0.67	0.175	0	0	friends	freine
A	0.802	0.6	0.576	0	0	center	cette
A	0.802	0.75	0.388	0	0	green	gris
A	0.802	0.6	0.576	0	0	centre	cette
A	0.802	0.75	0.403	0	0	fruit	route
A	0.802	0.6	0.281	0	0	pleasure	plaie
A	0.802	0.6	0.409	0	0	defeat	dite
A	0.802	0.64	0.089	0	0	electricity	lectrice
A	0.802	0.75	0.316	0	0	fraud	rode
A	0.802	0.75	0.233	0	0	juice	douces
A	0.802	0.67	0.363	0	0	invest	veste
A	0.802	0.67	0.296	0	0	trends	traîne
A	0.802	0.75	0.296	0	0	fence	fesse
A	0.802	0.67	0.42	0	0	phoenix	fixe
A	0.802	0.75	0.371	0	1	kent	quête
A	0.802	0.6	0.542	0	0	treasure	très
A	0.8	0.67	0.231	0	0	french	fraîches
A	0.8	0.62	0.542	0	0	necessary	s ri
A	0.8	0.89	0.27	0	0	flexible	flexible
A	0.798	1.0	0.466	0	0	next	textes
A	0.798	0.83	0.327	0	0	index	index
A	0.798	0.67	0.254	0	0	proven	prouvent
A	0.798	1.0	0.051	0	0	bloody	blondie
A	0.797	0.75	0.187	0	0	breathe	brie
A	0.796	0.86	0.415	0	0	expense	experts
A	0.793	1.0	0.064	0	0	sorry	sari
A	0.793	0.75	0.43	0	0	truth	trou
A	0.793	1.0	0.0	0	0	drop	drape
A	0.793	0.75	0.296	0	0	structure	stretch
A	0.793	1.0	0.451	0	0	blog	blague
A	0.793	1.0	0.212	0	0	fox	fax
A	0.793	1.0	0.442	0	0	plot	plate
A	0.793	0.75	0.294	0	0	thread	raid
A	0.793	1.0	0.296	0	0	clock	claque
A	0.793	1.0	0.137	0	0	solve	salve
A	0.793	1.0	0.561	1	0	addressed	et reste
A	0.791	0.67	0.252	0	0	child	tchad
A	0.791	0.67	0.505	0	0	metro	maître
A	0.79	1.0	0.361	0	0	extend	externe
A	0.789	0.71	0.35	0	0	arrested	restée
A	0.789	1.0	0.233	0	0	lesser	laisser
A	0.788	1.0	0.505	0	0	still	style
A	0.788	1.0	0.269	0	0	try	trahi
A	0.788	1.0	0.556	0	0	list	liste
A	0.788	1.0	0.602	0	0	film	film
A	0.788	1.0	0.551	0	0	risk	risque
A	0.788	1.0	0.0	0	0	quick	couic
A	0.788	1.0	0.296	0	0	trip	trip
A	0.788	1.0	0.273	0	0	click	clic
A	0.788	0.67	0.254	0	0	improve	prouvent
A	0.788	1.0	0.333	0	0	stick	stick
A	0.788	1.0	0.42	0	0	fix	fixe
A	0.788	0.67	0.347	0	0	sleeping	slip
A	0.788	1.0	0.347	0	0	lift	lift
A	0.788	1.0	0.045	0	0	trick	trique
A	0.788	1.0	0.43	0	0	mini	mini
A	0.788	0.67	0.309	0	0	checking	tchèque
A	0.788	1.0	0.17	0	0	knife	naïf
A	0.788	0.67	0.333	0	0	scoring	scores
A	0.788	1.0	0.17	0	0	progressive	progressive
A	0.788	0.67	0.49	0	0	crossing	cross
A	0.788	1.0	0.347	0	0	slip	slip
A	0.788	1.0	0.365	0	0	clip	clip
A	0.788	1.0	0.288	0	0	brick	briques
A	0.788	1.0	0.449	0	0	pissed	piste
A	0.788	0.67	0.505	0	0	stealing	style
A	0.788	1.0	0.122	0	0	skip	skip
A	0.788	1.0	0.147	0	0	flip	flippe
A	0.788	1.0	0.417	0	0	disc	disque
A	0.788	1.0	0.298	0	0	grip	grippe
A	0.787	1.0	0.359	0	0	respective	respective
A	0.786	0.67	0.17	0	0	out	hâte
A	0.786	0.67	0.17	0	0	now	na
A	0.786	0.67	0.451	0	0	know	nos
A	0.786	0.67	0.476	0	0	may	mes
A	0.786	0.67	0.77	1	0	day	d
A	0.786	0.67	0.254	0	0	why	ouah
A	0.786	0.67	0.615	0	0	say	c
A	0.786	0.67	0.566	0	0	guy	gars
A	0.786	0.67	0.455	0	0	pay	p
A	0.786	0.67	0.41	0	0	buy	bah
A	0.786	0.67	0.903	0	0	ice	as
A	0.786	0.67	0.254	0	0	wow	ouah
A	0.786	0.67	0.145	0	0	gay	gué
A	0.786	0.67	0.788	1	0	lie	la
A	0.786	0.67	0.52	0	0	bay	b
A	0.786	0.67	0.334	0	0	plenty	plaine
A	0.786	0.67	0.34	0	0	ray	ré
A	0.786	0.67	0.749	1	0	lay	les
A	0.786	0.67	0.476	0	0	mayor	mes
A	0.786	0.67	0.388	0	0	tie	ta
A	0.786	1.0	0.355	0	0	rugby	rugby
A	0.786	0.67	0.41	0	0	bye	bah
A	0.786	1.0	0.0	0	0	exam	exhume
A	0.786	0.67	0.662	0	0	pie	pas
A	0.786	0.67	0.374	0	0	shy	chats
A	0.786	0.67	0.333	0	0	cow	k
A	0.785	1.0	0.472	0	0	much	matchs
A	0.785	1.0	0.27	0	0	very	verrez
A	0.785	1.0	0.223	0	0	money	manie
A	0.785	1.0	0.531	0	0	body	bandits
A	0.785	1.0	0.556	0	0	class	classe
A	0.785	1.0	0.27	0	0	plan	plane
A	0.785	1.0	0.288	0	0	six	sexes
A	0.785	1.0	0.158	0	0	ready	redis
A	0.785	0.8	0.166	0	0	baby	bibi
A	0.785	1.0	0.309	0	0	books	boxe
A	0.785	1.0	0.233	0	0	stuff	staff
A	0.785	1.0	0.42	0	0	tax	taxe
A	0.785	1.0	0.152	0	0	fast	faste
A	0.785	1.0	0.472	0	0	match	matchs
A	0.785	1.0	0.233	0	0	staff	staff
A	0.785	1.0	0.214	0	0	track	traque
A	0.785	1.0	0.686	0	0	plus	place
A	0.785	1.0	0.526	0	0	worst	ouest
A	0.785	1.0	0.093	0	0	carry	carie
A	0.785	1.0	0.432	0	0	catch	catch
A	0.785	1.0	0.246	0	0	drug	drague
A	0.785	1.0	0.33	0	0	coffee	confie
A	0.785	1.0	0.449	0	0	glass	glace
A	0.785	1.0	0.204	0	0	cast	caste
A	0.785	1.0	0.108	0	0	flat	flatte
A	0.785	0.8	0.152	0	0	faster	faste
A	0.785	1.0	0.214	0	0	truck	traque
A	0.785	1.0	0.242	0	0	crash	crache
A	0.785	1.0	0.212	0	0	quit	couette
A	0.785	1.0	0.273	0	0	vast	vastes
A	0.785	1.0	0.17	0	0	flash	flashes
A	0.785	1.0	0.235	0	0	boost	buste
A	0.785	1.0	0.316	0	0	crack	crack
A	0.785	1.0	0.461	0	0	rail	réel
A	0.785	1.0	0.233	0	0	marry	marie
A	0.785	1.0	0.369	0	0	grass	grâce
A	0.785	1.0	0.17	0	0	sucks	saxe
A	0.785	1.0	0.147	0	0	daddy	dédie
A	0.785	1.0	0.127	0	0	rally	rallie
A	0.785	1.0	0.217	0	0	trap	trappe
A	0.785	1.0	0.355	0	0	jazz	jazz
A	0.785	1.0	0.29	0	0	mask	masques
A	0.785	1.0	0.338	0	0	packed	pacte
A	0.785	1.0	0.246	0	0	drag	drague
A	0.785	1.0	0.202	0	0	mercy	messie
A	0.785	0.8	0.27	0	0	vary	verrez
A	0.785	1.0	0.0	0	0	terry	terrer
A	0.785	1.0	0.233	0	0	brush	broches
A	0.785	0.8	0.112	0	0	clever	glaive
A	0.785	0.6	0.39	0	0	poet	potes
A	0.785	1.0	0.27	0	0	patch	patch
A	0.785	1.0	0.416	0	0	bucks	boxes
A	0.785	1.0	0.242	0	0	crush	crache
A	0.785	0.8	0.196	0	0	grammar	gramme
A	0.785	1.0	0.152	0	0	crop	crampes
A	0.785	1.0	0.091	0	0	wrapped	rapt
A	0.785	1.0	0.202	0	0	valve	valve
A	0.785	1.0	0.0	0	0	brad	brade
A	0.785	1.0	0.394	0	0	drum	drame
A	0.784	0.83	0.369	0	0	crazy	crédits
A	0.783	0.67	0.233	0	0	several	sèvres
A	0.783	0.67	0.524	0	0	medium	midi
A	0.783	0.67	0.06	0	0	crucial	croule
A	0.782	0.67	0.27	0	0	stories	stores
A	0.781	0.75	0.347	0	0	many	mène
A	0.781	0.6	0.17	0	0	great	gré
A	0.781	0.6	0.39	0	0	post	potes
A	0.781	1.0	0.469	0	0	club	club
A	0.781	0.6	0.432	0	0	rights	race
A	0.781	0.6	0.536	0	0	member	même
A	0.781	0.6	0.333	0	0	forget	faites
A	0.781	0.75	0.371	0	0	kept	quête
A	0.781	1.0	0.013	0	0	clean	cligne
A	0.781	0.6	0.399	0	0	twice	toit
A	0.781	0.75	0.26	0	0	leaves	lise
A	0.781	0.6	0.263	0	0	sites	sas
